dispatch_id,resource_id,operating_date,timestamp,instructed_mw,duration_min
DSP-00362,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 05:00:00,7.6,60
DSP-00363,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 06:00:00,-18.1,60
DSP-00364,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 07:00:00,-29.7,60
DSP-00365,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 08:00:00,-11.5,60
DSP-00366,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 10:00:00,13.7,60
DSP-00367,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 12:00:00,-12.1,60
DSP-00368,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 14:00:00,61.0,60
DSP-00369,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 15:00:00,-48.0,60
DSP-00370,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 16:00:00,-38.4,60
DSP-00371,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 17:00:00,34.7,60
DSP-00372,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 18:00:00,37.5,60
DSP-00373,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 19:00:00,24.3,60
DSP-00374,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 21:00:00,-9.7,60
DSP-00375,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 22:00:00,-19.6,60
DSP-00376,ARCATA_6_FCPSB1,2025-07-01,2025-07-01 23:00:00,-37.0,60
DSP-00377,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 01:00:00,53.5,60
DSP-00378,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 02:00:00,65.9,60
DSP-00379,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 05:00:00,78.3,60
DSP-00380,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 06:00:00,13.8,60
DSP-00381,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 07:00:00,-32.8,60
DSP-00382,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 08:00:00,-10.0,60
DSP-00383,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 09:00:00,24.1,60
DSP-00384,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 11:00:00,64.4,60
DSP-00385,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 12:00:00,66.4,60
DSP-00386,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 13:00:00,40.7,60
DSP-00387,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 14:00:00,-18.3,60
DSP-00388,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 15:00:00,21.1,60
DSP-00389,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 16:00:00,-5.9,60
DSP-00390,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 17:00:00,71.3,60
DSP-00391,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 19:00:00,-43.2,60
DSP-00392,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 22:00:00,51.0,60
DSP-00393,ARCATA_6_FCPSB1,2025-07-02,2025-07-02 23:00:00,55.5,60
DSP-00394,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 01:00:00,79.6,60
DSP-00395,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 02:00:00,-15.6,60
DSP-00396,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 04:00:00,36.2,60
DSP-00397,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 06:00:00,45.7,60
DSP-00398,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 07:00:00,60.0,60
DSP-00399,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 08:00:00,43.1,60
DSP-00400,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 09:00:00,31.1,60
DSP-00401,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 10:00:00,70.3,60
DSP-00402,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 12:00:00,8.4,60
DSP-00403,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 13:00:00,-18.3,60
DSP-00404,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 14:00:00,-28.7,60
DSP-00405,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 16:00:00,62.2,60
DSP-00406,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 17:00:00,33.6,60
DSP-00407,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 18:00:00,64.4,60
DSP-00408,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 20:00:00,-11.1,60
DSP-00409,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 21:00:00,-43.8,60
DSP-00410,ARCATA_6_FCPSB1,2025-07-03,2025-07-03 23:00:00,-40.2,60
DSP-00411,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 00:00:00,26.0,60
DSP-00412,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 02:00:00,-29.5,60
DSP-00413,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 03:00:00,55.9,60
DSP-00414,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 05:00:00,32.2,60
DSP-00415,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 06:00:00,23.2,60
DSP-00416,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 07:00:00,-46.9,60
DSP-00417,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 08:00:00,13.9,60
DSP-00418,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 11:00:00,31.9,60
DSP-00419,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 12:00:00,16.7,60
DSP-00420,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 13:00:00,5.4,60
DSP-00421,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 17:00:00,-7.8,60
DSP-00422,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 18:00:00,8.9,60
DSP-00423,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 19:00:00,-40.4,60
DSP-00424,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 20:00:00,73.1,60
DSP-00425,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 21:00:00,60.7,60
DSP-00426,ARCATA_6_FCPSB1,2025-07-04,2025-07-04 22:00:00,70.9,60
DSP-00427,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 00:00:00,-49.4,60
DSP-00428,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 01:00:00,11.4,60
DSP-00429,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 02:00:00,34.3,60
DSP-00430,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 04:00:00,17.4,60
DSP-00431,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 05:00:00,-42.7,60
DSP-00432,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 10:00:00,-37.1,60
DSP-00433,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 13:00:00,66.4,60
DSP-00434,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 14:00:00,68.5,60
DSP-00435,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 15:00:00,45.3,60
DSP-00436,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 16:00:00,79.4,60
DSP-00437,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 22:00:00,75.1,60
DSP-00438,ARCATA_6_FCPSB1,2025-07-05,2025-07-05 23:00:00,14.7,60
DSP-00439,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 00:00:00,-45.6,60
DSP-00440,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 01:00:00,-43.7,60
DSP-00441,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 03:00:00,17.5,60
DSP-00442,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 04:00:00,55.7,60
DSP-00443,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 05:00:00,54.2,60
DSP-00444,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 06:00:00,32.1,60
DSP-00445,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 07:00:00,66.6,60
DSP-00446,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 08:00:00,56.5,60
DSP-00447,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 09:00:00,73.8,60
DSP-00448,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 10:00:00,68.1,60
DSP-00449,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 11:00:00,-45.2,60
DSP-00450,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 13:00:00,5.6,60
DSP-00451,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 15:00:00,-28.2,60
DSP-00452,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 16:00:00,-33.3,60
DSP-00453,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 19:00:00,51.8,60
DSP-00454,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 20:00:00,-20.7,60
DSP-00455,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 22:00:00,45.7,60
DSP-00456,ARCATA_6_FCPSB1,2025-07-06,2025-07-06 23:00:00,-37.2,60
DSP-00457,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 00:00:00,45.9,60
DSP-00458,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 02:00:00,-48.0,60
DSP-00459,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 03:00:00,53.0,60
DSP-00460,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 04:00:00,44.7,60
DSP-00461,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 05:00:00,35.7,60
DSP-00462,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 06:00:00,19.8,60
DSP-00463,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 07:00:00,45.1,60
DSP-00464,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 08:00:00,-47.3,60
DSP-00465,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 10:00:00,-44.8,60
DSP-00466,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 11:00:00,34.3,60
DSP-00467,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 12:00:00,-5.3,60
DSP-00468,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 13:00:00,22.0,60
DSP-00469,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 14:00:00,-25.4,60
DSP-00470,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 16:00:00,32.0,60
DSP-00471,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 18:00:00,-5.3,60
DSP-00472,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 20:00:00,11.6,60
DSP-00473,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 21:00:00,55.2,60
DSP-00474,ARCATA_6_FCPSB1,2025-07-07,2025-07-07 22:00:00,-32.3,60
DSP-00475,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 00:00:00,-10.7,60
DSP-00476,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 01:00:00,29.2,60
DSP-00477,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 02:00:00,74.0,60
DSP-00478,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 03:00:00,31.8,60
DSP-00479,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 05:00:00,-19.5,60
DSP-00480,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 06:00:00,44.2,60
DSP-00481,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 07:00:00,-38.9,60
DSP-00482,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 08:00:00,-7.2,60
DSP-00483,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 09:00:00,-7.0,60
DSP-00484,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 10:00:00,79.2,60
DSP-00485,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 11:00:00,22.1,60
DSP-00486,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 12:00:00,33.3,60
DSP-00487,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 14:00:00,-49.0,60
DSP-00488,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 15:00:00,62.1,60
DSP-00489,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 16:00:00,54.0,60
DSP-00490,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 18:00:00,-49.4,60
DSP-00491,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 19:00:00,69.6,60
DSP-00492,ARCATA_6_FCPSB2,2025-07-01,2025-07-01 22:00:00,-17.1,60
DSP-00493,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 00:00:00,1.5,60
DSP-00494,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 01:00:00,38.4,60
DSP-00495,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 03:00:00,-25.2,60
DSP-00496,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 05:00:00,17.1,60
DSP-00497,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 06:00:00,-15.6,60
DSP-00498,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 07:00:00,-32.7,60
DSP-00499,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 08:00:00,58.0,60
DSP-00500,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 09:00:00,13.3,60
DSP-00501,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 10:00:00,13.6,60
DSP-00502,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 12:00:00,-19.1,60
DSP-00503,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 15:00:00,73.4,60
DSP-00504,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 16:00:00,-41.5,60
DSP-00505,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 18:00:00,77.2,60
DSP-00506,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 20:00:00,-28.1,60
DSP-00507,ARCATA_6_FCPSB2,2025-07-02,2025-07-02 21:00:00,-37.1,60
DSP-00508,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 00:00:00,24.5,60
DSP-00509,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 01:00:00,77.1,60
DSP-00510,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 02:00:00,-32.9,60
DSP-00511,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 06:00:00,9.3,60
DSP-00512,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 07:00:00,17.1,60
DSP-00513,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 09:00:00,71.5,60
DSP-00514,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 10:00:00,-39.1,60
DSP-00515,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 11:00:00,-41.3,60
DSP-00516,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 12:00:00,-45.6,60
DSP-00517,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 13:00:00,55.5,60
DSP-00518,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 15:00:00,29.2,60
DSP-00519,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 16:00:00,40.7,60
DSP-00520,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 17:00:00,21.3,60
DSP-00521,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 18:00:00,56.2,60
DSP-00522,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 19:00:00,1.2,60
DSP-00523,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 21:00:00,32.4,60
DSP-00524,ARCATA_6_FCPSB2,2025-07-03,2025-07-03 22:00:00,-49.7,60
DSP-00525,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 01:00:00,-20.9,60
DSP-00526,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 03:00:00,26.4,60
DSP-00527,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 04:00:00,-5.9,60
DSP-00528,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 05:00:00,-1.7,60
DSP-00529,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 06:00:00,-18.0,60
DSP-00530,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 08:00:00,-28.7,60
DSP-00531,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 09:00:00,-43.2,60
DSP-00532,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 12:00:00,59.9,60
DSP-00533,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 13:00:00,34.1,60
DSP-00534,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 14:00:00,15.8,60
DSP-00535,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 16:00:00,-7.0,60
DSP-00536,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 17:00:00,58.0,60
DSP-00537,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 19:00:00,-14.9,60
DSP-00538,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 20:00:00,4.8,60
DSP-00539,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 21:00:00,4.5,60
DSP-00540,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 22:00:00,25.8,60
DSP-00541,ARCATA_6_FCPSB2,2025-07-04,2025-07-04 23:00:00,76.7,60
DSP-00542,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 00:00:00,-21.5,60
DSP-00543,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 01:00:00,30.1,60
DSP-00544,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 02:00:00,50.6,60
DSP-00545,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 04:00:00,59.6,60
DSP-00546,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 05:00:00,-40.1,60
DSP-00547,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 07:00:00,24.4,60
DSP-00548,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 08:00:00,-8.3,60
DSP-00549,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 09:00:00,19.1,60
DSP-00550,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 10:00:00,-39.6,60
DSP-00551,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 11:00:00,67.8,60
DSP-00552,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 12:00:00,-34.0,60
DSP-00553,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 13:00:00,-30.5,60
DSP-00554,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 14:00:00,51.6,60
DSP-00555,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 15:00:00,-45.6,60
DSP-00556,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 17:00:00,-13.6,60
DSP-00557,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 18:00:00,72.5,60
DSP-00558,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 19:00:00,-34.9,60
DSP-00559,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 20:00:00,-34.3,60
DSP-00560,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 21:00:00,60.3,60
DSP-00561,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 22:00:00,38.4,60
DSP-00562,ARCATA_6_FCPSB2,2025-07-05,2025-07-05 23:00:00,-33.2,60
DSP-00563,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 00:00:00,16.2,60
DSP-00564,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 01:00:00,-0.9,60
DSP-00565,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 02:00:00,-31.2,60
DSP-00566,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 03:00:00,-30.2,60
DSP-00567,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 04:00:00,51.5,60
DSP-00568,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 06:00:00,-19.9,60
DSP-00569,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 09:00:00,24.2,60
DSP-00570,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 10:00:00,-10.2,60
DSP-00571,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 12:00:00,48.1,60
DSP-00572,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 13:00:00,64.7,60
DSP-00573,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 14:00:00,32.0,60
DSP-00574,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 15:00:00,-40.9,60
DSP-00575,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 16:00:00,-29.4,60
DSP-00576,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 18:00:00,16.5,60
DSP-00577,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 19:00:00,-12.3,60
DSP-00578,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 20:00:00,-34.0,60
DSP-00579,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 21:00:00,-22.0,60
DSP-00580,ARCATA_6_FCPSB2,2025-07-06,2025-07-06 23:00:00,68.1,60
DSP-00581,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 00:00:00,-8.1,60
DSP-00582,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 02:00:00,77.5,60
DSP-00583,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 03:00:00,-41.6,60
DSP-00584,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 04:00:00,33.3,60
DSP-00585,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 05:00:00,-49.5,60
DSP-00586,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 07:00:00,34.4,60
DSP-00587,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 08:00:00,33.4,60
DSP-00588,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 10:00:00,73.5,60
DSP-00589,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 11:00:00,-23.6,60
DSP-00590,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 13:00:00,73.8,60
DSP-00591,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 14:00:00,-29.9,60
DSP-00592,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 15:00:00,22.7,60
DSP-00593,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 16:00:00,-4.9,60
DSP-00594,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 17:00:00,56.6,60
DSP-00595,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 18:00:00,29.0,60
DSP-00596,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 20:00:00,-25.7,60
DSP-00597,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 21:00:00,41.3,60
DSP-00598,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 22:00:00,39.9,60
DSP-00599,ARCATA_6_FCPSB2,2025-07-07,2025-07-07 23:00:00,52.1,60
DSP-00600,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 01:00:00,42.3,60
DSP-00601,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 04:00:00,27.8,60
DSP-00602,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 05:00:00,65.8,60
DSP-00603,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 06:00:00,9.0,60
DSP-00604,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 12:00:00,-9.1,60
DSP-00605,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 13:00:00,24.7,60
DSP-00606,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 14:00:00,-33.1,60
DSP-00607,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 15:00:00,35.9,60
DSP-00608,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 17:00:00,52.9,60
DSP-00609,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 18:00:00,22.2,60
DSP-00610,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 19:00:00,-0.6,60
DSP-00611,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 20:00:00,-4.2,60
DSP-00612,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 21:00:00,63.3,60
DSP-00613,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 22:00:00,41.6,60
DSP-00614,DSFLWR_2_W9CSB2,2025-07-01,2025-07-01 23:00:00,34.9,60
DSP-00615,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 00:00:00,-26.8,60
DSP-00616,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 02:00:00,-31.1,60
DSP-00617,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 03:00:00,-30.5,60
DSP-00618,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 05:00:00,6.7,60
DSP-00619,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 06:00:00,-4.3,60
DSP-00620,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 08:00:00,79.6,60
DSP-00621,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 10:00:00,12.7,60
DSP-00622,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 11:00:00,-22.6,60
DSP-00623,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 12:00:00,17.9,60
DSP-00624,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 14:00:00,51.8,60
DSP-00625,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 15:00:00,-16.3,60
DSP-00626,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 16:00:00,60.3,60
DSP-00627,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 19:00:00,56.8,60
DSP-00628,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 21:00:00,62.0,60
DSP-00629,DSFLWR_2_W9CSB2,2025-07-02,2025-07-02 22:00:00,73.7,60
DSP-00630,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 00:00:00,52.5,60
DSP-00631,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 01:00:00,9.1,60
DSP-00632,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 02:00:00,-25.1,60
DSP-00633,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 03:00:00,50.5,60
DSP-00634,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 04:00:00,53.5,60
DSP-00635,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 05:00:00,-21.1,60
DSP-00636,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 06:00:00,5.6,60
DSP-00637,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 07:00:00,-39.0,60
DSP-00638,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 08:00:00,28.2,60
DSP-00639,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 09:00:00,9.7,60
DSP-00640,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 10:00:00,29.8,60
DSP-00641,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 12:00:00,-2.5,60
DSP-00642,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 13:00:00,60.5,60
DSP-00643,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 14:00:00,8.9,60
DSP-00644,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 15:00:00,-35.7,60
DSP-00645,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 16:00:00,75.4,60
DSP-00646,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 17:00:00,-47.6,60
DSP-00647,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 19:00:00,12.9,60
DSP-00648,DSFLWR_2_W9CSB2,2025-07-03,2025-07-03 20:00:00,62.4,60
