node,operating_date,hour_ending,da_lmp,rt_lmp
SHELBY_2_HYBRD,2025-07-05,15,13.9,30.0
SHELBY_2_HYBRD,2025-07-05,16,-7.46,-5.47
SHELBY_2_HYBRD,2025-07-05,17,41.3,59.23
SHELBY_2_HYBRD,2025-07-05,18,24.01,15.63
SHELBY_2_HYBRD,2025-07-05,19,428.28,427.29
SHELBY_2_HYBRD,2025-07-05,20,44.34,72.56
SHELBY_2_HYBRD,2025-07-05,21,12.34,-20.64
SHELBY_2_HYBRD,2025-07-05,22,28.2,20.67
SHELBY_2_HYBRD,2025-07-05,23,15.92,26.55
SHELBY_2_HYBRD,2025-07-05,24,26.55,18.09
SHELBY_2_HYBRD,2025-07-06,1,8.54,21.63
SHELBY_2_HYBRD,2025-07-06,2,22.05,20.56
SHELBY_2_HYBRD,2025-07-06,3,30.43,14.38
SHELBY_2_HYBRD,2025-07-06,4,6.82,-3.56
SHELBY_2_HYBRD,2025-07-06,5,17.18,20.83
SHELBY_2_HYBRD,2025-07-06,6,15.81,21.09
SHELBY_2_HYBRD,2025-07-06,7,18.36,40.02
SHELBY_2_HYBRD,2025-07-06,8,30.64,47.4
SHELBY_2_HYBRD,2025-07-06,9,35.1,41.95
SHELBY_2_HYBRD,2025-07-06,10,37.48,44.2
SHELBY_2_HYBRD,2025-07-06,11,-13.42,-10.47
SHELBY_2_HYBRD,2025-07-06,12,-41.79,-20.19
SHELBY_2_HYBRD,2025-07-06,13,-3.98,-4.58
SHELBY_2_HYBRD,2025-07-06,14,-37.44,-47.66
SHELBY_2_HYBRD,2025-07-06,15,-53.05,-59.74
SHELBY_2_HYBRD,2025-07-06,16,-22.57,-29.35
SHELBY_2_HYBRD,2025-07-06,17,5.1,-18.66
SHELBY_2_HYBRD,2025-07-06,18,71.97,83.76
SHELBY_2_HYBRD,2025-07-06,19,64.93,50.43
SHELBY_2_HYBRD,2025-07-06,20,55.0,54.95
SHELBY_2_HYBRD,2025-07-06,21,14.77,37.32
SHELBY_2_HYBRD,2025-07-06,22,31.87,28.56
SHELBY_2_HYBRD,2025-07-06,23,24.73,27.86
SHELBY_2_HYBRD,2025-07-06,24,7.35,3.64
SHELBY_2_HYBRD,2025-07-07,1,18.18,3.16
SHELBY_2_HYBRD,2025-07-07,2,22.19,49.16
SHELBY_2_HYBRD,2025-07-07,3,31.41,22.84
SHELBY_2_HYBRD,2025-07-07,4,30.73,51.72
SHELBY_2_HYBRD,2025-07-07,5,34.25,35.14
SHELBY_2_HYBRD,2025-07-07,6,18.53,29.0
SHELBY_2_HYBRD,2025-07-07,7,50.9,64.33
SHELBY_2_HYBRD,2025-07-07,8,54.53,70.27
SHELBY_2_HYBRD,2025-07-07,9,36.97,56.73
SHELBY_2_HYBRD,2025-07-07,10,47.96,79.09
SHELBY_2_HYBRD,2025-07-07,11,-2.23,23.81
SHELBY_2_HYBRD,2025-07-07,12,19.95,10.18
SHELBY_2_HYBRD,2025-07-07,13,2.9,-1.91
SHELBY_2_HYBRD,2025-07-07,14,25.6,33.44
SHELBY_2_HYBRD,2025-07-07,15,0.66,0.29
SHELBY_2_HYBRD,2025-07-07,16,68.56,94.47
SHELBY_2_HYBRD,2025-07-07,17,93.09,93.66
SHELBY_2_HYBRD,2025-07-07,18,83.6,92.8
SHELBY_2_HYBRD,2025-07-07,19,49.32,45.46
SHELBY_2_HYBRD,2025-07-07,20,29.94,35.93
SHELBY_2_HYBRD,2025-07-07,21,42.77,35.52
SHELBY_2_HYBRD,2025-07-07,22,53.89,35.5
SHELBY_2_HYBRD,2025-07-07,23,17.43,20.8
SHELBY_2_HYBRD,2025-07-07,24,47.57,72.83
KRUSTY_1_HYBRD,2025-07-01,1,20.41,36.59
KRUSTY_1_HYBRD,2025-07-01,2,24.61,22.02
KRUSTY_1_HYBRD,2025-07-01,3,33.84,43.62
KRUSTY_1_HYBRD,2025-07-01,4,9.24,31.39
KRUSTY_1_HYBRD,2025-07-01,5,38.8,29.42
KRUSTY_1_HYBRD,2025-07-01,6,28.96,36.37
KRUSTY_1_HYBRD,2025-07-01,7,48.91,40.66
KRUSTY_1_HYBRD,2025-07-01,8,34.93,34.55
KRUSTY_1_HYBRD,2025-07-01,9,62.59,70.74
KRUSTY_1_HYBRD,2025-07-01,10,39.44,51.02
KRUSTY_1_HYBRD,2025-07-01,11,-56.21,-38.98
KRUSTY_1_HYBRD,2025-07-01,12,-28.49,-33.93
KRUSTY_1_HYBRD,2025-07-01,13,-12.99,-32.41
KRUSTY_1_HYBRD,2025-07-01,14,44.02,37.0
KRUSTY_1_HYBRD,2025-07-01,15,23.66,22.96
KRUSTY_1_HYBRD,2025-07-01,16,26.93,28.08
KRUSTY_1_HYBRD,2025-07-01,17,41.51,56.45
KRUSTY_1_HYBRD,2025-07-01,18,65.19,41.84
KRUSTY_1_HYBRD,2025-07-01,19,67.16,89.67
KRUSTY_1_HYBRD,2025-07-01,20,105.51,100.28
KRUSTY_1_HYBRD,2025-07-01,21,30.81,25.99
KRUSTY_1_HYBRD,2025-07-01,22,59.92,65.65
KRUSTY_1_HYBRD,2025-07-01,23,40.16,55.61
KRUSTY_1_HYBRD,2025-07-01,24,37.87,33.98
KRUSTY_1_HYBRD,2025-07-02,1,23.04,21.97
KRUSTY_1_HYBRD,2025-07-02,2,24.63,35.54
KRUSTY_1_HYBRD,2025-07-02,3,25.52,36.51
KRUSTY_1_HYBRD,2025-07-02,4,24.19,25.37
KRUSTY_1_HYBRD,2025-07-02,5,5.02,18.76
KRUSTY_1_HYBRD,2025-07-02,6,28.46,43.43
KRUSTY_1_HYBRD,2025-07-02,7,1.56,32.89
KRUSTY_1_HYBRD,2025-07-02,8,42.91,59.53
KRUSTY_1_HYBRD,2025-07-02,9,29.4,38.59
KRUSTY_1_HYBRD,2025-07-02,10,29.2,19.84
KRUSTY_1_HYBRD,2025-07-02,11,62.85,59.99
KRUSTY_1_HYBRD,2025-07-02,12,20.44,33.49
KRUSTY_1_HYBRD,2025-07-02,13,27.39,29.65
KRUSTY_1_HYBRD,2025-07-02,14,24.12,60.17
KRUSTY_1_HYBRD,2025-07-02,15,13.56,16.58
KRUSTY_1_HYBRD,2025-07-02,16,41.27,57.85
KRUSTY_1_HYBRD,2025-07-02,17,115.61,125.19
KRUSTY_1_HYBRD,2025-07-02,18,45.71,70.21
KRUSTY_1_HYBRD,2025-07-02,19,45.61,50.15
KRUSTY_1_HYBRD,2025-07-02,20,57.37,56.41
KRUSTY_1_HYBRD,2025-07-02,21,38.95,43.77
KRUSTY_1_HYBRD,2025-07-02,22,40.06,64.27
KRUSTY_1_HYBRD,2025-07-02,23,40.44,36.78
KRUSTY_1_HYBRD,2025-07-02,24,46.57,64.41
KRUSTY_1_HYBRD,2025-07-03,1,12.72,21.68
KRUSTY_1_HYBRD,2025-07-03,2,32.01,27.55
KRUSTY_1_HYBRD,2025-07-03,3,38.76,36.51
KRUSTY_1_HYBRD,2025-07-03,4,26.26,23.66
KRUSTY_1_HYBRD,2025-07-03,5,25.16,8.72
KRUSTY_1_HYBRD,2025-07-03,6,10.6,34.52
KRUSTY_1_HYBRD,2025-07-03,7,32.3,17.43
KRUSTY_1_HYBRD,2025-07-03,8,12.7,3.12
KRUSTY_1_HYBRD,2025-07-03,9,25.15,49.78
KRUSTY_1_HYBRD,2025-07-03,10,60.15,49.83
KRUSTY_1_HYBRD,2025-07-03,11,-20.36,-25.23
KRUSTY_1_HYBRD,2025-07-03,12,5.82,-15.02
KRUSTY_1_HYBRD,2025-07-03,13,-19.55,17.05
KRUSTY_1_HYBRD,2025-07-03,14,-28.72,-19.8
KRUSTY_1_HYBRD,2025-07-03,15,-24.82,-20.6
KRUSTY_1_HYBRD,2025-07-03,16,17.61,16.67
KRUSTY_1_HYBRD,2025-07-03,17,57.38,53.17
KRUSTY_1_HYBRD,2025-07-03,18,29.21,27.73
KRUSTY_1_HYBRD,2025-07-03,19,50.34,33.79
KRUSTY_1_HYBRD,2025-07-03,20,85.4,106.28
KRUSTY_1_HYBRD,2025-07-03,21,46.02,22.46
KRUSTY_1_HYBRD,2025-07-03,22,23.12,37.23
KRUSTY_1_HYBRD,2025-07-03,23,23.21,19.84
KRUSTY_1_HYBRD,2025-07-03,24,41.6,27.07
KRUSTY_1_HYBRD,2025-07-04,1,26.05,6.04
KRUSTY_1_HYBRD,2025-07-04,2,18.99,23.79
KRUSTY_1_HYBRD,2025-07-04,3,9.07,15.68
KRUSTY_1_HYBRD,2025-07-04,4,24.8,33.09
KRUSTY_1_HYBRD,2025-07-04,5,27.24,47.7
KRUSTY_1_HYBRD,2025-07-04,6,26.25,19.81
KRUSTY_1_HYBRD,2025-07-04,7,46.83,54.98
KRUSTY_1_HYBRD,2025-07-04,8,45.73,46.34
KRUSTY_1_HYBRD,2025-07-04,9,34.47,24.53
KRUSTY_1_HYBRD,2025-07-04,10,23.96,50.2
KRUSTY_1_HYBRD,2025-07-04,11,-16.1,-26.49
KRUSTY_1_HYBRD,2025-07-04,12,-2.96,10.46
KRUSTY_1_HYBRD,2025-07-04,13,7.63,26.35
KRUSTY_1_HYBRD,2025-07-04,14,-1.84,2.34
KRUSTY_1_HYBRD,2025-07-04,15,-5.88,26.3
KRUSTY_1_HYBRD,2025-07-04,16,-14.69,-10.04
KRUSTY_1_HYBRD,2025-07-04,17,99.01,105.22
KRUSTY_1_HYBRD,2025-07-04,18,74.44,72.49
KRUSTY_1_HYBRD,2025-07-04,19,81.31,79.1
KRUSTY_1_HYBRD,2025-07-04,20,108.92,142.08
KRUSTY_1_HYBRD,2025-07-04,21,28.31,7.76
KRUSTY_1_HYBRD,2025-07-04,22,33.94,72.64
KRUSTY_1_HYBRD,2025-07-04,23,25.36,49.95
KRUSTY_1_HYBRD,2025-07-04,24,55.13,46.83
KRUSTY_1_HYBRD,2025-07-05,1,21.48,45.91
KRUSTY_1_HYBRD,2025-07-05,2,14.85,11.8
KRUSTY_1_HYBRD,2025-07-05,3,13.43,-1.79
KRUSTY_1_HYBRD,2025-07-05,4,12.96,-5.4
KRUSTY_1_HYBRD,2025-07-05,5,17.74,6.19
KRUSTY_1_HYBRD,2025-07-05,6,19.14,-4.2
KRUSTY_1_HYBRD,2025-07-05,7,34.97,47.47
KRUSTY_1_HYBRD,2025-07-05,8,10.57,16.18
KRUSTY_1_HYBRD,2025-07-05,9,44.39,26.25
KRUSTY_1_HYBRD,2025-07-05,10,49.06,55.35
KRUSTY_1_HYBRD,2025-07-05,11,-1.84,-2.68
KRUSTY_1_HYBRD,2025-07-05,12,20.27,21.41
KRUSTY_1_HYBRD,2025-07-05,13,19.93,6.12
KRUSTY_1_HYBRD,2025-07-05,14,13.46,-7.75
KRUSTY_1_HYBRD,2025-07-05,15,8.55,-5.01
KRUSTY_1_HYBRD,2025-07-05,16,-2.37,16.17
KRUSTY_1_HYBRD,2025-07-05,17,78.92,88.06
KRUSTY_1_HYBRD,2025-07-05,18,33.06,28.31
KRUSTY_1_HYBRD,2025-07-05,19,357.09,391.88
KRUSTY_1_HYBRD,2025-07-05,20,64.26,67.14
KRUSTY_1_HYBRD,2025-07-05,21,21.9,23.9
KRUSTY_1_HYBRD,2025-07-05,22,23.22,33.84
KRUSTY_1_HYBRD,2025-07-05,23,32.54,20.75
KRUSTY_1_HYBRD,2025-07-05,24,13.32,-14.22
KRUSTY_1_HYBRD,2025-07-06,1,21.06,4.51
KRUSTY_1_HYBRD,2025-07-06,2,2.43,8.26
KRUSTY_1_HYBRD,2025-07-06,3,34.95,34.86
KRUSTY_1_HYBRD,2025-07-06,4,23.37,24.6
KRUSTY_1_HYBRD,2025-07-06,5,16.81,30.6
KRUSTY_1_HYBRD,2025-07-06,6,15.47,19.48
KRUSTY_1_HYBRD,2025-07-06,7,34.88,24.86
KRUSTY_1_HYBRD,2025-07-06,8,41.92,39.3
KRUSTY_1_HYBRD,2025-07-06,9,23.56,31.61
KRUSTY_1_HYBRD,2025-07-06,10,22.07,22.49
KRUSTY_1_HYBRD,2025-07-06,11,-18.28,-11.16
KRUSTY_1_HYBRD,2025-07-06,12,-23.64,-2.79
KRUSTY_1_HYBRD,2025-07-06,13,-39.79,-59.47
KRUSTY_1_HYBRD,2025-07-06,14,-46.1,-55.24
KRUSTY_1_HYBRD,2025-07-06,15,-38.87,-30.92
KRUSTY_1_HYBRD,2025-07-06,16,9.27,16.57
KRUSTY_1_HYBRD,2025-07-06,17,57.35,27.72
KRUSTY_1_HYBRD,2025-07-06,18,36.27,34.11
KRUSTY_1_HYBRD,2025-07-06,19,30.6,39.6
KRUSTY_1_HYBRD,2025-07-06,20,88.15,106.43
KRUSTY_1_HYBRD,2025-07-06,21,22.71,45.07
KRUSTY_1_HYBRD,2025-07-06,22,25.75,20.69
KRUSTY_1_HYBRD,2025-07-06,23,19.35,14.81
KRUSTY_1_HYBRD,2025-07-06,24,21.24,23.8
KRUSTY_1_HYBRD,2025-07-07,1,26.61,26.66
KRUSTY_1_HYBRD,2025-07-07,2,29.37,47.23
KRUSTY_1_HYBRD,2025-07-07,3,34.5,12.23
KRUSTY_1_HYBRD,2025-07-07,4,-0.54,13.47
KRUSTY_1_HYBRD,2025-07-07,5,11.33,7.96
KRUSTY_1_HYBRD,2025-07-07,6,13.3,-13.73
KRUSTY_1_HYBRD,2025-07-07,7,53.12,64.51
KRUSTY_1_HYBRD,2025-07-07,8,36.35,-2.52
KRUSTY_1_HYBRD,2025-07-07,9,36.81,42.69
KRUSTY_1_HYBRD,2025-07-07,10,22.82,25.57
KRUSTY_1_HYBRD,2025-07-07,11,14.62,23.31
KRUSTY_1_HYBRD,2025-07-07,12,17.99,3.39
KRUSTY_1_HYBRD,2025-07-07,13,44.91,42.53
KRUSTY_1_HYBRD,2025-07-07,14,14.32,0.32
KRUSTY_1_HYBRD,2025-07-07,15,3.92,-9.35
KRUSTY_1_HYBRD,2025-07-07,16,10.68,36.36
KRUSTY_1_HYBRD,2025-07-07,17,38.84,14.64
KRUSTY_1_HYBRD,2025-07-07,18,124.14,121.0
KRUSTY_1_HYBRD,2025-07-07,19,59.93,75.53
KRUSTY_1_HYBRD,2025-07-07,20,61.83,89.22
KRUSTY_1_HYBRD,2025-07-07,21,43.14,35.82
KRUSTY_1_HYBRD,2025-07-07,22,60.89,51.8
KRUSTY_1_HYBRD,2025-07-07,23,43.91,48.4
KRUSTY_1_HYBRD,2025-07-07,24,50.62,74.04
