award_id,resource_id,market,operating_date,hour_ending,awarded_mw,clearing_price,product
AWD-000397,RES-004,DA,2025-07-02,24,18.5,46.57,energy
AWD-000398,RES-004,DA,2025-07-03,1,13.3,12.72,energy
AWD-000399,RES-004,DA,2025-07-03,2,8.0,32.01,energy
AWD-000400,RES-004,DA,2025-07-03,4,15.6,26.26,energy
AWD-000401,RES-004,DA,2025-07-03,5,13.7,25.16,energy
AWD-000402,RES-004,DA,2025-07-03,6,6.6,10.6,energy
AWD-000403,RES-004,DA,2025-07-03,7,7.8,32.3,energy
AWD-000404,RES-004,DA,2025-07-03,8,13.9,12.7,energy
AWD-000405,RES-004,DA,2025-07-03,9,21.8,25.15,energy
AWD-000406,RES-004,DA,2025-07-03,10,18.8,60.15,energy
AWD-000407,RES-004,DA,2025-07-03,11,26.4,-20.36,energy
AWD-000408,RES-004,DA,2025-07-03,12,34.3,5.82,energy
AWD-000409,RES-004,DA,2025-07-03,13,32.0,-19.55,energy
AWD-000410,RES-004,DA,2025-07-03,15,26.4,-24.82,energy
AWD-000411,RES-004,DA,2025-07-03,16,27.7,17.61,energy
AWD-000412,RES-004,DA,2025-07-03,17,18.0,57.38,energy
AWD-000413,RES-004,DA,2025-07-03,18,14.0,29.21,energy
AWD-000414,RES-004,DA,2025-07-03,19,7.5,50.34,energy
AWD-000415,RES-004,DA,2025-07-03,20,19.6,85.4,energy
AWD-000416,RES-004,DA,2025-07-03,21,15.4,46.02,energy
AWD-000417,RES-004,DA,2025-07-03,24,21.3,41.6,energy
AWD-000418,RES-004,DA,2025-07-04,1,11.0,26.05,energy
AWD-000419,RES-004,DA,2025-07-04,2,10.2,18.99,energy
AWD-000420,RES-004,DA,2025-07-04,3,9.9,9.07,energy
AWD-000421,RES-004,DA,2025-07-04,5,6.2,27.24,energy
AWD-000422,RES-004,DA,2025-07-04,6,15.5,26.25,energy
AWD-000423,RES-004,DA,2025-07-04,7,7.8,46.83,energy
AWD-000424,RES-004,DA,2025-07-04,8,14.7,45.73,energy
AWD-000425,RES-004,DA,2025-07-04,9,18.4,34.47,energy
AWD-000426,RES-004,DA,2025-07-04,10,24.8,23.96,energy
AWD-000427,RES-004,DA,2025-07-04,11,30.6,-16.1,energy
AWD-000428,RES-004,DA,2025-07-04,12,30.0,-2.96,energy
AWD-000429,RES-004,DA,2025-07-04,13,33.7,7.63,energy
AWD-000430,RES-004,DA,2025-07-04,14,28.2,-1.84,energy
AWD-000431,RES-004,DA,2025-07-04,15,27.9,-5.88,energy
AWD-000432,RES-004,DA,2025-07-04,16,25.6,-14.69,energy
AWD-000433,RES-004,DA,2025-07-04,17,20.8,99.01,energy
AWD-000434,RES-004,DA,2025-07-04,18,14.3,74.44,energy
AWD-000435,RES-004,DA,2025-07-04,19,7.5,81.31,energy
AWD-000436,RES-004,DA,2025-07-04,20,14.4,108.92,energy
AWD-000437,RES-004,DA,2025-07-04,24,15.4,55.13,energy
AWD-000438,RES-004,DA,2025-07-05,1,9.7,21.48,energy
AWD-000439,RES-004,DA,2025-07-05,2,11.6,14.85,energy
AWD-000440,RES-004,DA,2025-07-05,3,16.3,13.43,energy
AWD-000441,RES-004,DA,2025-07-05,4,10.0,12.96,energy
AWD-000442,RES-004,DA,2025-07-05,5,13.0,17.74,energy
AWD-000443,RES-004,DA,2025-07-05,6,9.9,19.14,energy
AWD-000444,RES-004,DA,2025-07-05,7,7.4,34.97,energy
AWD-000445,RES-004,DA,2025-07-05,8,13.6,10.57,energy
AWD-000446,RES-004,DA,2025-07-05,9,20.9,44.39,energy
AWD-000447,RES-004,DA,2025-07-05,10,23.2,49.06,energy
AWD-000448,RES-004,DA,2025-07-05,11,31.7,-1.84,energy
AWD-000449,RES-004,DA,2025-07-05,12,31.6,20.27,energy
AWD-000450,RES-004,DA,2025-07-05,13,32.0,19.93,energy
AWD-000451,RES-004,DA,2025-07-05,14,32.2,13.46,energy
AWD-000452,RES-004,DA,2025-07-05,15,17.2,8.55,energy
AWD-000453,RES-004,DA,2025-07-05,16,22.9,-2.37,energy
AWD-000454,RES-004,DA,2025-07-05,17,21.0,78.92,energy
AWD-000455,RES-004,DA,2025-07-05,18,13.3,33.06,energy
AWD-000456,RES-004,DA,2025-07-05,19,7.6,357.09,energy
AWD-000457,RES-004,DA,2025-07-05,20,20.3,64.26,energy
AWD-000458,RES-004,DA,2025-07-06,1,14.8,21.06,energy
AWD-000459,RES-004,DA,2025-07-06,2,12.5,2.43,energy
AWD-000460,RES-004,DA,2025-07-06,3,11.0,34.95,energy
AWD-000461,RES-004,DA,2025-07-06,4,14.7,23.37,energy
AWD-000462,RES-004,DA,2025-07-06,5,16.0,16.81,energy
AWD-000463,RES-004,DA,2025-07-06,6,13.0,15.47,energy
AWD-000464,RES-004,DA,2025-07-06,7,7.9,34.88,energy
AWD-000465,RES-004,DA,2025-07-06,8,12.8,41.92,energy
AWD-000466,RES-004,DA,2025-07-06,9,22.1,23.56,energy
AWD-000467,RES-004,DA,2025-07-06,10,27.2,22.07,energy
AWD-000468,RES-004,DA,2025-07-06,11,26.8,-18.28,energy
AWD-000469,RES-004,DA,2025-07-06,12,32.0,-23.64,energy
AWD-000470,RES-004,DA,2025-07-06,16,27.8,9.27,energy
AWD-000471,RES-004,DA,2025-07-06,17,19.9,57.35,energy
AWD-000472,RES-004,DA,2025-07-06,18,13.7,36.27,energy
AWD-000473,RES-004,DA,2025-07-06,19,7.9,30.6,energy
AWD-000474,RES-004,DA,2025-07-06,20,19.3,88.15,energy
AWD-000475,RES-004,DA,2025-07-07,1,16.6,26.61,energy
AWD-000476,RES-004,DA,2025-07-07,2,16.4,29.37,energy
AWD-000477,RES-004,DA,2025-07-07,4,15.2,-0.54,energy
AWD-000478,RES-004,DA,2025-07-07,5,9.9,11.33,energy
AWD-000479,RES-004,DA,2025-07-07,6,16.5,13.3,energy
AWD-000480,RES-004,DA,2025-07-07,7,7.1,53.12,energy
AWD-000481,RES-004,DA,2025-07-07,8,13.9,36.35,energy
AWD-000482,RES-004,DA,2025-07-07,9,18.9,36.81,energy
AWD-000483,RES-004,DA,2025-07-07,10,24.6,22.82,energy
AWD-000484,RES-004,DA,2025-07-07,11,28.3,14.62,energy
AWD-000485,RES-004,DA,2025-07-07,12,28.4,17.99,energy
AWD-000486,RES-004,DA,2025-07-07,13,34.3,44.91,energy
AWD-000487,RES-004,DA,2025-07-07,14,31.0,14.32,energy
AWD-000488,RES-004,DA,2025-07-07,15,31.3,3.92,energy
AWD-000489,RES-004,DA,2025-07-07,16,27.3,10.68,energy
AWD-000490,RES-004,DA,2025-07-07,17,18.9,38.84,energy
AWD-000491,RES-004,DA,2025-07-07,18,14.5,124.14,energy
AWD-000492,RES-004,DA,2025-07-07,19,7.2,59.93,energy
AWD-000493,RES-004,DA,2025-07-07,20,20.7,61.83,energy
AWD-000494,RES-004,DA,2025-07-07,22,13.0,60.89,energy
AWD-000495,RES-004,DA,2025-07-07,24,16.7,50.62,energy
