bid_id,resource_id,market,operating_date,hour_ending,bid_mw,bid_price,bid_type,product,submitted_at,bid_status
BID-01977,RSMNDS_2_CSRBT1,DA,2025-07-06,9,100,-37.53,supply,energy,2025-07-05 10:00:00,VALID
BID-01978,RSMNDS_2_CSRBT1,DA,2025-07-06,10,100,84.02,supply,energy,2025-07-05 10:00:00,VALID
BID-01979,RSMNDS_2_CSRBT1,DA,2025-07-06,11,100,71.85,supply,energy,2025-07-05 10:00:00,VALID
BID-01980,RSMNDS_2_CSRBT1,DA,2025-07-06,12,100,20.48,supply,energy,2025-07-05 10:00:00,VALID
BID-01981,RSMNDS_2_CSRBT1,DA,2025-07-06,13,100,33.53,supply,energy,2025-07-05 10:00:00,VALID
BID-01982,RSMNDS_2_CSRBT1,DA,2025-07-06,14,100,87.86,supply,energy,2025-07-05 10:00:00,VALID
BID-01983,RSMNDS_2_CSRBT1,DA,2025-07-06,15,100,78.61,supply,energy,2025-07-05 10:00:00,VALID
BID-01984,RSMNDS_2_CSRBT1,DA,2025-07-06,16,100,-37.55,supply,energy,2025-07-05 10:00:00,VALID
BID-01985,RSMNDS_2_CSRBT1,DA,2025-07-06,17,100,30.53,supply,energy,2025-07-05 10:00:00,VALID
BID-01986,RSMNDS_2_CSRBT1,DA,2025-07-06,18,100,75.57,supply,energy,2025-07-05 10:00:00,VALID
BID-01987,RSMNDS_2_CSRBT1,DA,2025-07-06,19,100,56.61,supply,energy,2025-07-05 10:00:00,VALID
BID-01988,RSMNDS_2_CSRBT1,DA,2025-07-06,20,100,59.7,supply,energy,2025-07-05 10:00:00,VALID
BID-01989,RSMNDS_2_CSRBT1,DA,2025-07-06,21,100,35.69,supply,energy,2025-07-05 10:00:00,VALID
BID-01990,RSMNDS_2_CSRBT1,DA,2025-07-06,22,100,14.9,supply,energy,2025-07-05 10:00:00,VALID
BID-01991,RSMNDS_2_CSRBT1,DA,2025-07-06,23,100,57.32,supply,energy,2025-07-05 10:00:00,VALID
BID-01992,RSMNDS_2_CSRBT1,DA,2025-07-06,24,100,64.01,supply,energy,2025-07-05 10:00:00,VALID
BID-01993,RSMNDS_2_CSRBT1,DA,2025-07-07,1,100,75.54,supply,energy,2025-07-06 10:00:00,VALID
BID-01994,RSMNDS_2_CSRBT1,DA,2025-07-07,2,100,4.95,supply,energy,2025-07-06 10:00:00,VALID
BID-01995,RSMNDS_2_CSRBT1,DA,2025-07-07,3,100,23.68,supply,energy,2025-07-06 10:00:00,VALID
BID-01996,RSMNDS_2_CSRBT1,DA,2025-07-07,4,100,2.71,supply,energy,2025-07-06 10:00:00,VALID
BID-01997,RSMNDS_2_CSRBT1,DA,2025-07-07,5,100,-18.45,supply,energy,2025-07-06 10:00:00,VALID
BID-01998,RSMNDS_2_CSRBT1,DA,2025-07-07,6,100,-42.9,supply,energy,2025-07-06 10:00:00,VALID
BID-01999,RSMNDS_2_CSRBT1,DA,2025-07-07,7,100,97.29,supply,energy,2025-07-06 10:00:00,VALID
BID-02000,RSMNDS_2_CSRBT1,DA,2025-07-07,8,100,-2.31,supply,energy,2025-07-06 10:00:00,VALID
BID-02001,RSMNDS_2_CSRBT1,DA,2025-07-07,9,100,86.37,supply,energy,2025-07-06 10:00:00,VALID
BID-02002,RSMNDS_2_CSRBT1,DA,2025-07-07,10,100,13.09,supply,energy,2025-07-06 10:00:00,VALID
BID-02003,RSMNDS_2_CSRBT1,DA,2025-07-07,11,100,27.87,supply,energy,2025-07-06 10:00:00,VALID
BID-02004,RSMNDS_2_CSRBT1,DA,2025-07-07,12,100,-27.52,supply,energy,2025-07-06 10:00:00,VALID
BID-02005,RSMNDS_2_CSRBT1,DA,2025-07-07,13,100,-47.85,supply,energy,2025-07-06 10:00:00,VALID
BID-02006,RSMNDS_2_CSRBT1,DA,2025-07-07,14,100,25.53,supply,energy,2025-07-06 10:00:00,VALID
BID-02007,RSMNDS_2_CSRBT1,DA,2025-07-07,15,100,40.18,supply,energy,2025-07-06 10:00:00,VALID
BID-02008,RSMNDS_2_CSRBT1,DA,2025-07-07,16,100,-35.13,supply,energy,2025-07-06 10:00:00,VALID
BID-02009,RSMNDS_2_CSRBT1,DA,2025-07-07,17,100,-36.48,supply,energy,2025-07-06 10:00:00,VALID
BID-02010,RSMNDS_2_CSRBT1,DA,2025-07-07,18,100,69.91,supply,energy,2025-07-06 10:00:00,VALID
BID-02011,RSMNDS_2_CSRBT1,DA,2025-07-07,19,100,11.67,supply,energy,2025-07-06 10:00:00,VALID
BID-02012,RSMNDS_2_CSRBT1,DA,2025-07-07,20,100,-28.34,supply,energy,2025-07-06 10:00:00,VALID
BID-02013,RSMNDS_2_CSRBT1,DA,2025-07-07,21,100,94.74,supply,energy,2025-07-06 10:00:00,VALID
BID-02014,RSMNDS_2_CSRBT1,DA,2025-07-07,22,100,-27.28,supply,energy,2025-07-06 10:00:00,VALID
BID-02015,RSMNDS_2_CSRBT1,DA,2025-07-07,23,100,13.73,supply,energy,2025-07-06 10:00:00,VALID
BID-02016,RSMNDS_2_CSRBT1,DA,2025-07-07,24,100,6.44,supply,energy,2025-07-06 10:00:00,VALID
BID-02017,RSMNDS_2_CSRSR1,DA,2025-07-01,1,75,-18.52,supply,energy,2025-06-30 10:00:00,VALID
BID-02018,RSMNDS_2_CSRSR1,DA,2025-07-01,2,75,-16.91,supply,energy,2025-06-30 10:00:00,VALID
BID-02019,RSMNDS_2_CSRSR1,DA,2025-07-01,3,75,-35.11,supply,energy,2025-06-30 10:00:00,VALID
BID-02020,RSMNDS_2_CSRSR1,DA,2025-07-01,4,75,-25.34,supply,energy,2025-06-30 10:00:00,VALID
BID-02021,RSMNDS_2_CSRSR1,DA,2025-07-01,5,75,-21.67,supply,energy,2025-06-30 10:00:00,VALID
BID-02022,RSMNDS_2_CSRSR1,DA,2025-07-01,6,75,-34.32,supply,energy,2025-06-30 10:00:00,VALID
BID-02023,RSMNDS_2_CSRSR1,DA,2025-07-01,7,75,-38.38,supply,energy,2025-06-30 10:00:00,VALID
BID-02024,RSMNDS_2_CSRSR1,DA,2025-07-01,8,75,-32.15,supply,energy,2025-06-30 10:00:00,VALID
BID-02025,RSMNDS_2_CSRSR1,DA,2025-07-01,9,75,-13.37,supply,energy,2025-06-30 10:00:00,VALID
BID-02026,RSMNDS_2_CSRSR1,DA,2025-07-01,10,75,-38.76,supply,energy,2025-06-30 10:00:00,VALID
BID-02027,RSMNDS_2_CSRSR1,DA,2025-07-01,11,75,-31.35,supply,energy,2025-06-30 10:00:00,VALID
BID-02028,RSMNDS_2_CSRSR1,DA,2025-07-01,12,75,-37.18,supply,energy,2025-06-30 10:00:00,VALID
BID-02029,RSMNDS_2_CSRSR1,DA,2025-07-01,13,75,-19.57,supply,energy,2025-06-30 10:00:00,VALID
BID-02030,RSMNDS_2_CSRSR1,DA,2025-07-01,14,75,-32.44,supply,energy,2025-06-30 10:00:00,VALID
BID-02031,RSMNDS_2_CSRSR1,DA,2025-07-01,15,75,-25.15,supply,energy,2025-06-30 10:00:00,VALID
BID-02032,RSMNDS_2_CSRSR1,DA,2025-07-01,16,75,-31.13,supply,energy,2025-06-30 10:00:00,VALID
BID-02033,RSMNDS_2_CSRSR1,DA,2025-07-01,17,75,-13.55,supply,energy,2025-06-30 10:00:00,VALID
BID-02034,RSMNDS_2_CSRSR1,DA,2025-07-01,18,75,-18.36,supply,energy,2025-06-30 10:00:00,VALID
BID-02035,RSMNDS_2_CSRSR1,DA,2025-07-01,19,75,-34.07,supply,energy,2025-06-30 10:00:00,VALID
BID-02036,RSMNDS_2_CSRSR1,DA,2025-07-01,20,75,-21.41,supply,energy,2025-06-30 10:00:00,VALID
BID-02037,RSMNDS_2_CSRSR1,DA,2025-07-01,21,75,-35.95,supply,energy,2025-06-30 10:00:00,VALID
BID-02038,RSMNDS_2_CSRSR1,DA,2025-07-01,22,75,-31.07,supply,energy,2025-06-30 10:00:00,VALID
BID-02039,RSMNDS_2_CSRSR1,DA,2025-07-01,23,75,-29.08,supply,energy,2025-06-30 10:00:00,VALID
BID-02040,RSMNDS_2_CSRSR1,DA,2025-07-01,24,75,-27.72,supply,energy,2025-06-30 10:00:00,VALID
BID-02041,RSMNDS_2_CSRSR1,DA,2025-07-02,1,75,-11.94,supply,energy,2025-07-01 10:00:00,VALID
BID-02042,RSMNDS_2_CSRSR1,DA,2025-07-02,2,75,-38.49,supply,energy,2025-07-01 10:00:00,VALID
BID-02043,RSMNDS_2_CSRSR1,DA,2025-07-02,3,75,-15.73,supply,energy,2025-07-01 10:00:00,VALID
BID-02044,RSMNDS_2_CSRSR1,DA,2025-07-02,4,75,-21.24,supply,energy,2025-07-01 10:00:00,VALID
BID-02045,RSMNDS_2_CSRSR1,DA,2025-07-02,5,75,-15.43,supply,energy,2025-07-01 10:00:00,VALID
BID-02046,RSMNDS_2_CSRSR1,DA,2025-07-02,6,75,-32.13,supply,energy,2025-07-01 10:00:00,VALID
BID-02047,RSMNDS_2_CSRSR1,DA,2025-07-02,7,75,-39.46,supply,energy,2025-07-01 10:00:00,VALID
BID-02048,RSMNDS_2_CSRSR1,DA,2025-07-02,8,75,-37.61,supply,energy,2025-07-01 10:00:00,VALID
BID-02049,RSMNDS_2_CSRSR1,DA,2025-07-02,9,75,-37.59,supply,energy,2025-07-01 10:00:00,VALID
BID-02050,RSMNDS_2_CSRSR1,DA,2025-07-02,10,75,-34.92,supply,energy,2025-07-01 10:00:00,VALID
BID-02051,RSMNDS_2_CSRSR1,DA,2025-07-02,11,75,-34.78,supply,energy,2025-07-01 10:00:00,VALID
BID-02052,RSMNDS_2_CSRSR1,DA,2025-07-02,12,75,-19.19,supply,energy,2025-07-01 10:00:00,VALID
BID-02053,RSMNDS_2_CSRSR1,DA,2025-07-02,13,75,-19.9,supply,energy,2025-07-01 10:00:00,VALID
BID-02054,RSMNDS_2_CSRSR1,DA,2025-07-02,14,75,-39.05,supply,energy,2025-07-01 10:00:00,VALID
BID-02055,RSMNDS_2_CSRSR1,DA,2025-07-02,15,75,-23.08,supply,energy,2025-07-01 10:00:00,VALID
BID-02056,RSMNDS_2_CSRSR1,DA,2025-07-02,16,75,-12.1,supply,energy,2025-07-01 10:00:00,VALID
BID-02057,RSMNDS_2_CSRSR1,DA,2025-07-02,17,75,-22.8,supply,energy,2025-07-01 10:00:00,VALID
BID-02058,RSMNDS_2_CSRSR1,DA,2025-07-02,18,75,-27.09,supply,energy,2025-07-01 10:00:00,VALID
BID-02059,RSMNDS_2_CSRSR1,DA,2025-07-02,19,75,-35.51,supply,energy,2025-07-01 10:00:00,VALID
BID-02060,RSMNDS_2_CSRSR1,DA,2025-07-02,20,75,-20.89,supply,energy,2025-07-01 10:00:00,VALID
BID-02061,RSMNDS_2_CSRSR1,DA,2025-07-02,21,75,-28.39,supply,energy,2025-07-01 10:00:00,VALID
BID-02062,RSMNDS_2_CSRSR1,DA,2025-07-02,22,75,-30.98,supply,energy,2025-07-01 10:00:00,VALID
BID-02063,RSMNDS_2_CSRSR1,DA,2025-07-02,23,75,-36.52,supply,energy,2025-07-01 10:00:00,VALID
BID-02064,RSMNDS_2_CSRSR1,DA,2025-07-02,24,75,-30.95,supply,energy,2025-07-01 10:00:00,VALID
BID-02065,RSMNDS_2_CSRSR1,DA,2025-07-03,1,75,-34.91,supply,energy,2025-07-02 10:00:00,VALID
BID-02066,RSMNDS_2_CSRSR1,DA,2025-07-03,2,75,-29.62,supply,energy,2025-07-02 10:00:00,VALID
BID-02067,RSMNDS_2_CSRSR1,DA,2025-07-03,3,75,-34.32,supply,energy,2025-07-02 10:00:00,VALID
BID-02068,RSMNDS_2_CSRSR1,DA,2025-07-03,4,75,-20.06,supply,energy,2025-07-02 10:00:00,VALID
BID-02069,RSMNDS_2_CSRSR1,DA,2025-07-03,5,75,-15.26,supply,energy,2025-07-02 10:00:00,VALID
BID-02070,RSMNDS_2_CSRSR1,DA,2025-07-03,6,75,-17.27,supply,energy,2025-07-02 10:00:00,VALID
BID-02071,RSMNDS_2_CSRSR1,DA,2025-07-03,7,75,-27.42,supply,energy,2025-07-02 10:00:00,VALID
BID-02072,RSMNDS_2_CSRSR1,DA,2025-07-03,8,75,-32.69,supply,energy,2025-07-02 10:00:00,VALID
BID-02073,RSMNDS_2_CSRSR1,DA,2025-07-03,9,75,-22.93,supply,energy,2025-07-02 10:00:00,VALID
BID-02074,RSMNDS_2_CSRSR1,DA,2025-07-03,10,75,-13.06,supply,energy,2025-07-02 10:00:00,VALID
BID-02075,RSMNDS_2_CSRSR1,DA,2025-07-03,11,75,-17.76,supply,energy,2025-07-02 10:00:00,VALID
BID-02076,RSMNDS_2_CSRSR1,DA,2025-07-03,12,75,-19.21,supply,energy,2025-07-02 10:00:00,VALID
BID-02077,RSMNDS_2_CSRSR1,DA,2025-07-03,13,75,-28.76,supply,energy,2025-07-02 10:00:00,VALID
BID-02078,RSMNDS_2_CSRSR1,DA,2025-07-03,14,75,-34.71,supply,energy,2025-07-02 10:00:00,VALID
BID-02079,RSMNDS_2_CSRSR1,DA,2025-07-03,15,75,-34.88,supply,energy,2025-07-02 10:00:00,VALID
BID-02080,RSMNDS_2_CSRSR1,DA,2025-07-03,16,75,-10.2,supply,energy,2025-07-02 10:00:00,VALID
BID-02081,RSMNDS_2_CSRSR1,DA,2025-07-03,17,75,-35.08,supply,energy,2025-07-02 10:00:00,VALID
BID-02082,RSMNDS_2_CSRSR1,DA,2025-07-03,18,75,-14.72,supply,energy,2025-07-02 10:00:00,VALID
BID-02083,RSMNDS_2_CSRSR1,DA,2025-07-03,19,75,-16.66,supply,energy,2025-07-02 10:00:00,VALID
BID-02084,RSMNDS_2_CSRSR1,DA,2025-07-03,20,75,-23.12,supply,energy,2025-07-02 10:00:00,VALID
BID-02085,RSMNDS_2_CSRSR1,DA,2025-07-03,21,75,-12.62,supply,energy,2025-07-02 10:00:00,VALID
BID-02086,RSMNDS_2_CSRSR1,DA,2025-07-03,22,75,-12.53,supply,energy,2025-07-02 10:00:00,VALID
BID-02087,RSMNDS_2_CSRSR1,DA,2025-07-03,23,75,-14.43,supply,energy,2025-07-02 10:00:00,VALID
BID-02088,RSMNDS_2_CSRSR1,DA,2025-07-03,24,75,-35.18,supply,energy,2025-07-02 10:00:00,VALID
BID-02089,RSMNDS_2_CSRSR1,DA,2025-07-04,1,75,-30.14,supply,energy,2025-07-03 10:00:00,VALID
BID-02090,RSMNDS_2_CSRSR1,DA,2025-07-04,2,75,-25.33,supply,energy,2025-07-03 10:00:00,VALID
BID-02091,RSMNDS_2_CSRSR1,DA,2025-07-04,3,75,-28.15,supply,energy,2025-07-03 10:00:00,VALID
BID-02092,RSMNDS_2_CSRSR1,DA,2025-07-04,4,75,-36.98,supply,energy,2025-07-03 10:00:00,VALID
BID-02093,RSMNDS_2_CSRSR1,DA,2025-07-04,5,75,-14.56,supply,energy,2025-07-03 10:00:00,VALID
BID-02094,RSMNDS_2_CSRSR1,DA,2025-07-04,6,75,-31.26,supply,energy,2025-07-03 10:00:00,VALID
BID-02095,RSMNDS_2_CSRSR1,DA,2025-07-04,7,75,-30.48,supply,energy,2025-07-03 10:00:00,VALID
BID-02096,RSMNDS_2_CSRSR1,DA,2025-07-04,8,75,-16.69,supply,energy,2025-07-03 10:00:00,VALID
BID-02097,RSMNDS_2_CSRSR1,DA,2025-07-04,9,75,-29.79,supply,energy,2025-07-03 10:00:00,VALID
BID-02098,RSMNDS_2_CSRSR1,DA,2025-07-04,10,75,-15.58,supply,energy,2025-07-03 10:00:00,VALID
BID-02099,RSMNDS_2_CSRSR1,DA,2025-07-04,11,75,-36.48,supply,energy,2025-07-03 10:00:00,VALID
BID-02100,RSMNDS_2_CSRSR1,DA,2025-07-04,12,75,-16.84,supply,energy,2025-07-03 10:00:00,VALID
BID-02101,RSMNDS_2_CSRSR1,DA,2025-07-04,13,75,-29.07,supply,energy,2025-07-03 10:00:00,VALID
BID-02102,RSMNDS_2_CSRSR1,DA,2025-07-04,14,75,-31.96,supply,energy,2025-07-03 10:00:00,VALID
BID-02103,RSMNDS_2_CSRSR1,DA,2025-07-04,15,75,-22.24,supply,energy,2025-07-03 10:00:00,VALID
BID-02104,RSMNDS_2_CSRSR1,DA,2025-07-04,16,75,-30.77,supply,energy,2025-07-03 10:00:00,VALID
BID-02105,RSMNDS_2_CSRSR1,DA,2025-07-04,17,75,-20.68,supply,energy,2025-07-03 10:00:00,VALID
BID-02106,RSMNDS_2_CSRSR1,DA,2025-07-04,18,75,-18.52,supply,energy,2025-07-03 10:00:00,VALID
BID-02107,RSMNDS_2_CSRSR1,DA,2025-07-04,19,75,-13.21,supply,energy,2025-07-03 10:00:00,VALID
BID-02108,RSMNDS_2_CSRSR1,DA,2025-07-04,20,75,-30.41,supply,energy,2025-07-03 10:00:00,VALID
BID-02109,RSMNDS_2_CSRSR1,DA,2025-07-04,21,75,-12.04,supply,energy,2025-07-03 10:00:00,VALID
BID-02110,RSMNDS_2_CSRSR1,DA,2025-07-04,22,75,-10.43,supply,energy,2025-07-03 10:00:00,VALID
BID-02111,RSMNDS_2_CSRSR1,DA,2025-07-04,23,75,-22.96,supply,energy,2025-07-03 10:00:00,VALID
BID-02112,RSMNDS_2_CSRSR1,DA,2025-07-04,24,75,-28.92,supply,energy,2025-07-03 10:00:00,VALID
BID-02113,RSMNDS_2_CSRSR1,DA,2025-07-05,1,75,-11.2,supply,energy,2025-07-04 10:00:00,VALID
BID-02114,RSMNDS_2_CSRSR1,DA,2025-07-05,2,75,-15.82,supply,energy,2025-07-04 10:00:00,VALID
BID-02115,RSMNDS_2_CSRSR1,DA,2025-07-05,3,75,-23.07,supply,energy,2025-07-04 10:00:00,VALID
BID-02116,RSMNDS_2_CSRSR1,DA,2025-07-05,4,75,-19.63,supply,energy,2025-07-04 10:00:00,VALID
BID-02117,RSMNDS_2_CSRSR1,DA,2025-07-05,5,75,-14.93,supply,energy,2025-07-04 10:00:00,VALID
BID-02118,RSMNDS_2_CSRSR1,DA,2025-07-05,6,75,-31.18,supply,energy,2025-07-04 10:00:00,VALID
BID-02119,RSMNDS_2_CSRSR1,DA,2025-07-05,7,75,-36.4,supply,energy,2025-07-04 10:00:00,VALID
BID-02120,RSMNDS_2_CSRSR1,DA,2025-07-05,8,75,-24.4,supply,energy,2025-07-04 10:00:00,VALID
BID-02121,RSMNDS_2_CSRSR1,DA,2025-07-05,9,75,-26.58,supply,energy,2025-07-04 10:00:00,VALID
BID-02122,RSMNDS_2_CSRSR1,DA,2025-07-05,10,75,-34.18,supply,energy,2025-07-04 10:00:00,VALID
BID-02123,RSMNDS_2_CSRSR1,DA,2025-07-05,11,75,-27.84,supply,energy,2025-07-04 10:00:00,VALID
BID-02124,RSMNDS_2_CSRSR1,DA,2025-07-05,12,75,-24.98,supply,energy,2025-07-04 10:00:00,VALID
BID-02125,RSMNDS_2_CSRSR1,DA,2025-07-05,13,75,-25.26,supply,energy,2025-07-04 10:00:00,VALID
BID-02126,RSMNDS_2_CSRSR1,DA,2025-07-05,14,75,-23.3,supply,energy,2025-07-04 10:00:00,VALID
BID-02127,RSMNDS_2_CSRSR1,DA,2025-07-05,15,75,-24.81,supply,energy,2025-07-04 10:00:00,VALID
BID-02128,RSMNDS_2_CSRSR1,DA,2025-07-05,16,75,-15.14,supply,energy,2025-07-04 10:00:00,VALID
BID-02129,RSMNDS_2_CSRSR1,DA,2025-07-05,17,75,-38.4,supply,energy,2025-07-04 10:00:00,VALID
BID-02130,RSMNDS_2_CSRSR1,DA,2025-07-05,18,75,-11.34,supply,energy,2025-07-04 10:00:00,VALID
BID-02131,RSMNDS_2_CSRSR1,DA,2025-07-05,19,75,-36.53,supply,energy,2025-07-04 10:00:00,VALID
BID-02132,RSMNDS_2_CSRSR1,DA,2025-07-05,20,75,-38.91,supply,energy,2025-07-04 10:00:00,VALID
BID-02133,RSMNDS_2_CSRSR1,DA,2025-07-05,21,75,-11.19,supply,energy,2025-07-04 10:00:00,VALID
BID-02134,RSMNDS_2_CSRSR1,DA,2025-07-05,22,75,-14.17,supply,energy,2025-07-04 10:00:00,VALID
BID-02135,RSMNDS_2_CSRSR1,DA,2025-07-05,23,75,-11.22,supply,energy,2025-07-04 10:00:00,VALID
BID-02136,RSMNDS_2_CSRSR1,DA,2025-07-05,24,75,-10.15,supply,energy,2025-07-04 10:00:00,VALID
BID-02137,RSMNDS_2_CSRSR1,DA,2025-07-06,1,75,-22.45,supply,energy,2025-07-05 10:00:00,VALID
BID-02138,RSMNDS_2_CSRSR1,DA,2025-07-06,2,75,-23.54,supply,energy,2025-07-05 10:00:00,VALID
BID-02139,RSMNDS_2_CSRSR1,DA,2025-07-06,3,75,-32.19,supply,energy,2025-07-05 10:00:00,VALID
BID-02140,RSMNDS_2_CSRSR1,DA,2025-07-06,4,75,-36.43,supply,energy,2025-07-05 10:00:00,VALID
BID-02141,RSMNDS_2_CSRSR1,DA,2025-07-06,5,75,-15.75,supply,energy,2025-07-05 10:00:00,VALID
BID-02142,RSMNDS_2_CSRSR1,DA,2025-07-06,6,75,-19.39,supply,energy,2025-07-05 10:00:00,VALID
BID-02143,RSMNDS_2_CSRSR1,DA,2025-07-06,7,75,-33.95,supply,energy,2025-07-05 10:00:00,VALID
BID-02144,RSMNDS_2_CSRSR1,DA,2025-07-06,8,75,-13.3,supply,energy,2025-07-05 10:00:00,VALID
BID-02145,RSMNDS_2_CSRSR1,DA,2025-07-06,9,75,-24.43,supply,energy,2025-07-05 10:00:00,VALID
BID-02146,RSMNDS_2_CSRSR1,DA,2025-07-06,10,75,-34.15,supply,energy,2025-07-05 10:00:00,VALID
BID-02147,RSMNDS_2_CSRSR1,DA,2025-07-06,11,75,-24.98,supply,energy,2025-07-05 10:00:00,VALID
BID-02148,RSMNDS_2_CSRSR1,DA,2025-07-06,12,75,-36.51,supply,energy,2025-07-05 10:00:00,VALID
BID-02149,RSMNDS_2_CSRSR1,DA,2025-07-06,13,75,-21.98,supply,energy,2025-07-05 10:00:00,VALID
BID-02150,RSMNDS_2_CSRSR1,DA,2025-07-06,14,75,-15.45,supply,energy,2025-07-05 10:00:00,VALID
BID-02151,RSMNDS_2_CSRSR1,DA,2025-07-06,15,75,-32.78,supply,energy,2025-07-05 10:00:00,VALID
BID-02152,RSMNDS_2_CSRSR1,DA,2025-07-06,16,75,-23.25,supply,energy,2025-07-05 10:00:00,VALID
BID-02153,RSMNDS_2_CSRSR1,DA,2025-07-06,17,75,-34.83,supply,energy,2025-07-05 10:00:00,VALID
BID-02154,RSMNDS_2_CSRSR1,DA,2025-07-06,18,75,-16.22,supply,energy,2025-07-05 10:00:00,VALID
BID-02155,RSMNDS_2_CSRSR1,DA,2025-07-06,19,75,-31.07,supply,energy,2025-07-05 10:00:00,VALID
BID-02156,RSMNDS_2_CSRSR1,DA,2025-07-06,20,75,-10.91,supply,energy,2025-07-05 10:00:00,VALID
BID-02157,RSMNDS_2_CSRSR1,DA,2025-07-06,21,75,-22.89,supply,energy,2025-07-05 10:00:00,VALID
BID-02158,RSMNDS_2_CSRSR1,DA,2025-07-06,22,75,-28.11,supply,energy,2025-07-05 10:00:00,VALID
BID-02159,RSMNDS_2_CSRSR1,DA,2025-07-06,23,75,-22.74,supply,energy,2025-07-05 10:00:00,VALID
BID-02160,RSMNDS_2_CSRSR1,DA,2025-07-06,24,75,-39.58,supply,energy,2025-07-05 10:00:00,VALID
BID-02161,RSMNDS_2_CSRSR1,DA,2025-07-07,1,75,-16.06,supply,energy,2025-07-06 10:00:00,VALID
BID-02162,RSMNDS_2_CSRSR1,DA,2025-07-07,2,75,-21.65,supply,energy,2025-07-06 10:00:00,VALID
BID-02163,RSMNDS_2_CSRSR1,DA,2025-07-07,3,75,-12.68,supply,energy,2025-07-06 10:00:00,VALID
BID-02164,RSMNDS_2_CSRSR1,DA,2025-07-07,4,75,-11.54,supply,energy,2025-07-06 10:00:00,VALID
BID-02165,RSMNDS_2_CSRSR1,DA,2025-07-07,5,75,-15.67,supply,energy,2025-07-06 10:00:00,VALID
BID-02166,RSMNDS_2_CSRSR1,DA,2025-07-07,6,75,-37.61,supply,energy,2025-07-06 10:00:00,VALID
BID-02167,RSMNDS_2_CSRSR1,DA,2025-07-07,7,75,-10.59,supply,energy,2025-07-06 10:00:00,VALID
BID-02168,RSMNDS_2_CSRSR1,DA,2025-07-07,8,75,-17.76,supply,energy,2025-07-06 10:00:00,VALID
BID-02169,RSMNDS_2_CSRSR1,DA,2025-07-07,9,75,-18.21,supply,energy,2025-07-06 10:00:00,VALID
BID-02170,RSMNDS_2_CSRSR1,DA,2025-07-07,10,75,-28.52,supply,energy,2025-07-06 10:00:00,VALID
BID-02171,RSMNDS_2_CSRSR1,DA,2025-07-07,11,75,-37.73,supply,energy,2025-07-06 10:00:00,VALID
BID-02172,RSMNDS_2_CSRSR1,DA,2025-07-07,12,75,-25.71,supply,energy,2025-07-06 10:00:00,VALID
BID-02173,RSMNDS_2_CSRSR1,DA,2025-07-07,13,75,-38.32,supply,energy,2025-07-06 10:00:00,VALID
BID-02174,RSMNDS_2_CSRSR1,DA,2025-07-07,14,75,-22.71,supply,energy,2025-07-06 10:00:00,VALID
BID-02175,RSMNDS_2_CSRSR1,DA,2025-07-07,15,75,-16.53,supply,energy,2025-07-06 10:00:00,VALID
BID-02176,RSMNDS_2_CSRSR1,DA,2025-07-07,16,75,-25.58,supply,energy,2025-07-06 10:00:00,VALID
BID-02177,RSMNDS_2_CSRSR1,DA,2025-07-07,17,75,-24.79,supply,energy,2025-07-06 10:00:00,VALID
BID-02178,RSMNDS_2_CSRSR1,DA,2025-07-07,18,75,-31.12,supply,energy,2025-07-06 10:00:00,VALID
BID-02179,RSMNDS_2_CSRSR1,DA,2025-07-07,19,75,-39.61,supply,energy,2025-07-06 10:00:00,VALID
BID-02180,RSMNDS_2_CSRSR1,DA,2025-07-07,20,75,-25.79,supply,energy,2025-07-06 10:00:00,VALID
BID-02181,RSMNDS_2_CSRSR1,DA,2025-07-07,21,75,-17.87,supply,energy,2025-07-06 10:00:00,VALID
BID-02182,RSMNDS_2_CSRSR1,DA,2025-07-07,22,75,-38.26,supply,energy,2025-07-06 10:00:00,VALID
BID-02183,RSMNDS_2_CSRSR1,DA,2025-07-07,23,75,-14.56,supply,energy,2025-07-06 10:00:00,VALID
BID-02184,RSMNDS_2_CSRSR1,DA,2025-07-07,24,75,-32.15,supply,energy,2025-07-06 10:00:00,VALID
BID-02185,SANDRN_2_SS1BT1,DA,2025-07-01,1,100,67.24,supply,energy,2025-06-30 10:00:00,VALID
BID-02186,SANDRN_2_SS1BT1,DA,2025-07-01,2,100,-14.5,supply,energy,2025-06-30 10:00:00,VALID
BID-02187,SANDRN_2_SS1BT1,DA,2025-07-01,3,100,-15.78,supply,energy,2025-06-30 10:00:00,VALID
BID-02188,SANDRN_2_SS1BT1,DA,2025-07-01,4,100,-6.07,supply,energy,2025-06-30 10:00:00,VALID
BID-02189,SANDRN_2_SS1BT1,DA,2025-07-01,5,100,80.23,supply,energy,2025-06-30 10:00:00,VALID
BID-02190,SANDRN_2_SS1BT1,DA,2025-07-01,6,100,3.01,supply,energy,2025-06-30 10:00:00,VALID
BID-02191,SANDRN_2_SS1BT1,DA,2025-07-01,7,100,30.4,supply,energy,2025-06-30 10:00:00,VALID
BID-02192,SANDRN_2_SS1BT1,DA,2025-07-01,8,100,60.59,supply,energy,2025-06-30 10:00:00,VALID
BID-02193,SANDRN_2_SS1BT1,DA,2025-07-01,9,100,3.53,supply,energy,2025-06-30 10:00:00,VALID
BID-02194,SANDRN_2_SS1BT1,DA,2025-07-01,10,100,4.61,supply,energy,2025-06-30 10:00:00,VALID
