soc_id,resource_id,timestamp,soc_pct,soc_mwh
SOC-000423,RES-004,2025-07-04 14:30:00,0.0,0.0
SOC-000424,RES-004,2025-07-04 15:30:00,0.0,0.0
SOC-000425,RES-004,2025-07-04 16:30:00,0.0,0.0
SOC-000426,RES-004,2025-07-04 17:30:00,0.0,0.0
SOC-000427,RES-004,2025-07-04 18:30:00,0.0,0.0
SOC-000428,RES-004,2025-07-04 19:30:00,0.0,0.0
SOC-000429,RES-004,2025-07-04 20:30:00,0.0,0.04
SOC-000430,RES-004,2025-07-04 21:30:00,0.0,0.05
SOC-000431,RES-004,2025-07-04 22:30:00,0.1,0.15
SOC-000432,RES-004,2025-07-04 23:30:00,0.0,0.0
SOC-000433,RES-004,2025-07-05 00:30:00,0.0,0.0
SOC-000434,RES-004,2025-07-05 01:30:00,0.0,0.0
SOC-000435,RES-004,2025-07-05 02:30:00,0.0,0.0
SOC-000436,RES-004,2025-07-05 03:30:00,0.0,0.0
SOC-000437,RES-004,2025-07-05 04:30:00,0.0,0.0
SOC-000438,RES-004,2025-07-05 05:30:00,0.0,0.0
SOC-000439,RES-004,2025-07-05 06:30:00,0.0,0.0
SOC-000440,RES-004,2025-07-05 07:30:00,0.0,0.0
SOC-000441,RES-004,2025-07-05 08:30:00,0.0,0.0
SOC-000442,RES-004,2025-07-05 09:30:00,0.0,0.0
SOC-000443,RES-004,2025-07-05 10:30:00,0.0,0.0
SOC-000444,RES-004,2025-07-05 11:30:00,0.0,0.0
SOC-000445,RES-004,2025-07-05 12:30:00,0.0,0.0
SOC-000446,RES-004,2025-07-05 13:30:00,0.0,0.0
SOC-000447,RES-004,2025-07-05 14:30:00,0.0,0.0
SOC-000448,RES-004,2025-07-05 15:30:00,0.0,0.0
SOC-000449,RES-004,2025-07-05 16:30:00,0.0,0.0
SOC-000450,RES-004,2025-07-05 17:30:00,0.0,0.0
SOC-000451,RES-004,2025-07-05 18:30:00,0.0,0.0
SOC-000452,RES-004,2025-07-05 19:30:00,0.0,0.0
SOC-000453,RES-004,2025-07-05 20:30:00,0.0,0.0
SOC-000454,RES-004,2025-07-05 21:30:00,0.0,0.01
SOC-000455,RES-004,2025-07-05 22:30:00,0.0,0.0
SOC-000456,RES-004,2025-07-05 23:30:00,0.0,0.05
SOC-000457,RES-004,2025-07-06 00:30:00,0.0,0.0
SOC-000458,RES-004,2025-07-06 01:30:00,0.0,0.0
SOC-000459,RES-004,2025-07-06 02:30:00,0.0,0.0
SOC-000460,RES-004,2025-07-06 03:30:00,0.0,0.0
SOC-000461,RES-004,2025-07-06 04:30:00,0.0,0.0
SOC-000462,RES-004,2025-07-06 05:30:00,0.0,0.0
SOC-000463,RES-004,2025-07-06 06:30:00,0.0,0.0
SOC-000464,RES-004,2025-07-06 07:30:00,0.0,0.0
SOC-000465,RES-004,2025-07-06 08:30:00,0.0,0.0
SOC-000466,RES-004,2025-07-06 09:30:00,0.0,0.0
SOC-000467,RES-004,2025-07-06 10:30:00,0.0,0.0
SOC-000468,RES-004,2025-07-06 11:30:00,0.0,0.0
SOC-000469,RES-004,2025-07-06 12:30:00,0.1,0.1
SOC-000470,RES-004,2025-07-06 13:30:00,0.0,0.0
SOC-000471,RES-004,2025-07-06 14:30:00,0.0,0.06
SOC-000472,RES-004,2025-07-06 15:30:00,0.0,0.0
SOC-000473,RES-004,2025-07-06 16:30:00,0.0,0.0
SOC-000474,RES-004,2025-07-06 17:30:00,0.0,0.0
SOC-000475,RES-004,2025-07-06 18:30:00,0.0,0.0
SOC-000476,RES-004,2025-07-06 19:30:00,0.0,0.0
SOC-000477,RES-004,2025-07-06 20:30:00,0.0,0.0
SOC-000478,RES-004,2025-07-06 21:30:00,0.0,0.0
SOC-000479,RES-004,2025-07-06 22:30:00,0.0,0.01
SOC-000480,RES-004,2025-07-06 23:30:00,0.1,0.13
SOC-000481,RES-004,2025-07-07 00:30:00,0.0,0.0
SOC-000482,RES-004,2025-07-07 01:30:00,0.0,0.0
SOC-000483,RES-004,2025-07-07 02:30:00,0.0,0.0
SOC-000484,RES-004,2025-07-07 03:30:00,0.0,0.0
SOC-000485,RES-004,2025-07-07 04:30:00,0.0,0.0
SOC-000486,RES-004,2025-07-07 05:30:00,0.0,0.0
SOC-000487,RES-004,2025-07-07 06:30:00,0.0,0.0
SOC-000488,RES-004,2025-07-07 07:30:00,0.0,0.0
SOC-000489,RES-004,2025-07-07 08:30:00,0.0,0.0
SOC-000490,RES-004,2025-07-07 09:30:00,0.0,0.0
SOC-000491,RES-004,2025-07-07 10:30:00,0.0,0.0
SOC-000492,RES-004,2025-07-07 11:30:00,0.0,0.0
SOC-000493,RES-004,2025-07-07 12:30:00,0.0,0.0
SOC-000494,RES-004,2025-07-07 13:30:00,0.0,0.0
SOC-000495,RES-004,2025-07-07 14:30:00,0.0,0.0
SOC-000496,RES-004,2025-07-07 15:30:00,0.0,0.0
SOC-000497,RES-004,2025-07-07 16:30:00,0.0,0.0
SOC-000498,RES-004,2025-07-07 17:30:00,0.0,0.0
SOC-000499,RES-004,2025-07-07 18:30:00,0.0,0.0
SOC-000500,RES-004,2025-07-07 19:30:00,0.0,0.0
SOC-000501,RES-004,2025-07-07 20:30:00,0.1,0.18
SOC-000502,RES-004,2025-07-07 21:30:00,0.0,0.0
SOC-000503,RES-004,2025-07-07 22:30:00,0.0,0.0
SOC-000504,RES-004,2025-07-07 23:30:00,0.0,0.0
