resource_id,operating_date,hour_ending,ver_mw
RSMNDS_2_CSRSR1,2025-07-01,13,62.3
RSMNDS_2_CSRSR1,2025-07-01,14,59.5
RSMNDS_2_CSRSR1,2025-07-01,15,59.0
RSMNDS_2_CSRSR1,2025-07-01,16,47.0
RSMNDS_2_CSRSR1,2025-07-01,17,35.1
RSMNDS_2_CSRSR1,2025-07-01,18,16.6
RSMNDS_2_CSRSR1,2025-07-01,19,7.0
RSMNDS_2_CSRSR1,2025-07-01,20,0.0
RSMNDS_2_CSRSR1,2025-07-01,21,0.0
RSMNDS_2_CSRSR1,2025-07-01,22,0.0
RSMNDS_2_CSRSR1,2025-07-01,23,0.0
RSMNDS_2_CSRSR1,2025-07-01,24,0.0
RSMNDS_2_CSRSR1,2025-07-02,1,0.0
RSMNDS_2_CSRSR1,2025-07-02,2,0.0
RSMNDS_2_CSRSR1,2025-07-02,3,0.0
RSMNDS_2_CSRSR1,2025-07-02,4,0.0
RSMNDS_2_CSRSR1,2025-07-02,5,0.0
RSMNDS_2_CSRSR1,2025-07-02,6,0.0
RSMNDS_2_CSRSR1,2025-07-02,7,6.7
RSMNDS_2_CSRSR1,2025-07-02,8,17.0
RSMNDS_2_CSRSR1,2025-07-02,9,27.4
RSMNDS_2_CSRSR1,2025-07-02,10,39.6
RSMNDS_2_CSRSR1,2025-07-02,11,46.9
RSMNDS_2_CSRSR1,2025-07-02,12,65.3
RSMNDS_2_CSRSR1,2025-07-02,13,67.4
RSMNDS_2_CSRSR1,2025-07-02,14,71.1
RSMNDS_2_CSRSR1,2025-07-02,15,58.9
RSMNDS_2_CSRSR1,2025-07-02,16,37.1
RSMNDS_2_CSRSR1,2025-07-02,17,35.6
RSMNDS_2_CSRSR1,2025-07-02,18,20.6
RSMNDS_2_CSRSR1,2025-07-02,19,6.6
RSMNDS_2_CSRSR1,2025-07-02,20,0.0
RSMNDS_2_CSRSR1,2025-07-02,21,0.0
RSMNDS_2_CSRSR1,2025-07-02,22,0.0
RSMNDS_2_CSRSR1,2025-07-02,23,0.0
RSMNDS_2_CSRSR1,2025-07-02,24,0.0
RSMNDS_2_CSRSR1,2025-07-03,1,0.0
RSMNDS_2_CSRSR1,2025-07-03,2,0.0
RSMNDS_2_CSRSR1,2025-07-03,3,0.0
RSMNDS_2_CSRSR1,2025-07-03,4,0.0
RSMNDS_2_CSRSR1,2025-07-03,5,0.0
RSMNDS_2_CSRSR1,2025-07-03,6,0.0
RSMNDS_2_CSRSR1,2025-07-03,7,6.8
RSMNDS_2_CSRSR1,2025-07-03,8,20.8
RSMNDS_2_CSRSR1,2025-07-03,9,26.8
RSMNDS_2_CSRSR1,2025-07-03,10,39.3
RSMNDS_2_CSRSR1,2025-07-03,11,53.4
RSMNDS_2_CSRSR1,2025-07-03,12,63.2
RSMNDS_2_CSRSR1,2025-07-03,13,70.9
RSMNDS_2_CSRSR1,2025-07-03,14,71.9
RSMNDS_2_CSRSR1,2025-07-03,15,52.4
RSMNDS_2_CSRSR1,2025-07-03,16,37.0
RSMNDS_2_CSRSR1,2025-07-03,17,34.7
RSMNDS_2_CSRSR1,2025-07-03,18,18.9
RSMNDS_2_CSRSR1,2025-07-03,19,6.0
RSMNDS_2_CSRSR1,2025-07-03,20,0.0
RSMNDS_2_CSRSR1,2025-07-03,21,0.0
RSMNDS_2_CSRSR1,2025-07-03,22,0.0
RSMNDS_2_CSRSR1,2025-07-03,23,0.0
RSMNDS_2_CSRSR1,2025-07-03,24,0.0
RSMNDS_2_CSRSR1,2025-07-04,1,0.0
RSMNDS_2_CSRSR1,2025-07-04,2,0.0
RSMNDS_2_CSRSR1,2025-07-04,3,0.0
RSMNDS_2_CSRSR1,2025-07-04,4,0.0
RSMNDS_2_CSRSR1,2025-07-04,5,0.0
RSMNDS_2_CSRSR1,2025-07-04,6,0.0
RSMNDS_2_CSRSR1,2025-07-04,7,7.3
RSMNDS_2_CSRSR1,2025-07-04,8,18.2
RSMNDS_2_CSRSR1,2025-07-04,9,29.2
RSMNDS_2_CSRSR1,2025-07-04,10,51.4
RSMNDS_2_CSRSR1,2025-07-04,11,57.7
RSMNDS_2_CSRSR1,2025-07-04,12,59.4
RSMNDS_2_CSRSR1,2025-07-04,13,58.8
RSMNDS_2_CSRSR1,2025-07-04,14,66.4
RSMNDS_2_CSRSR1,2025-07-04,15,49.6
RSMNDS_2_CSRSR1,2025-07-04,16,39.0
RSMNDS_2_CSRSR1,2025-07-04,17,31.7
RSMNDS_2_CSRSR1,2025-07-04,18,16.9
RSMNDS_2_CSRSR1,2025-07-04,19,7.0
RSMNDS_2_CSRSR1,2025-07-04,20,0.0
RSMNDS_2_CSRSR1,2025-07-04,21,0.0
RSMNDS_2_CSRSR1,2025-07-04,22,0.0
RSMNDS_2_CSRSR1,2025-07-04,23,0.0
RSMNDS_2_CSRSR1,2025-07-04,24,0.0
RSMNDS_2_CSRSR1,2025-07-05,1,0.0
RSMNDS_2_CSRSR1,2025-07-05,2,0.0
RSMNDS_2_CSRSR1,2025-07-05,3,0.0
RSMNDS_2_CSRSR1,2025-07-05,4,0.0
RSMNDS_2_CSRSR1,2025-07-05,5,0.0
RSMNDS_2_CSRSR1,2025-07-05,6,0.0
RSMNDS_2_CSRSR1,2025-07-05,7,6.2
RSMNDS_2_CSRSR1,2025-07-05,8,15.0
RSMNDS_2_CSRSR1,2025-07-05,9,27.3
RSMNDS_2_CSRSR1,2025-07-05,10,50.8
RSMNDS_2_CSRSR1,2025-07-05,11,61.6
RSMNDS_2_CSRSR1,2025-07-05,12,55.6
RSMNDS_2_CSRSR1,2025-07-05,13,70.0
RSMNDS_2_CSRSR1,2025-07-05,14,63.7
RSMNDS_2_CSRSR1,2025-07-05,15,63.6
RSMNDS_2_CSRSR1,2025-07-05,16,42.1
RSMNDS_2_CSRSR1,2025-07-05,17,33.4
RSMNDS_2_CSRSR1,2025-07-05,18,15.4
RSMNDS_2_CSRSR1,2025-07-05,19,6.4
RSMNDS_2_CSRSR1,2025-07-05,20,0.0
RSMNDS_2_CSRSR1,2025-07-05,21,0.0
RSMNDS_2_CSRSR1,2025-07-05,22,0.0
RSMNDS_2_CSRSR1,2025-07-05,23,0.0
RSMNDS_2_CSRSR1,2025-07-05,24,0.0
RSMNDS_2_CSRSR1,2025-07-06,1,0.0
RSMNDS_2_CSRSR1,2025-07-06,2,0.0
RSMNDS_2_CSRSR1,2025-07-06,3,0.0
RSMNDS_2_CSRSR1,2025-07-06,4,0.0
RSMNDS_2_CSRSR1,2025-07-06,5,0.0
RSMNDS_2_CSRSR1,2025-07-06,6,0.0
RSMNDS_2_CSRSR1,2025-07-06,7,6.2
RSMNDS_2_CSRSR1,2025-07-06,8,15.8
RSMNDS_2_CSRSR1,2025-07-06,9,33.6
RSMNDS_2_CSRSR1,2025-07-06,10,46.3
RSMNDS_2_CSRSR1,2025-07-06,11,52.1
RSMNDS_2_CSRSR1,2025-07-06,12,71.1
RSMNDS_2_CSRSR1,2025-07-06,13,53.0
RSMNDS_2_CSRSR1,2025-07-06,14,57.1
RSMNDS_2_CSRSR1,2025-07-06,15,62.6
RSMNDS_2_CSRSR1,2025-07-06,16,41.3
RSMNDS_2_CSRSR1,2025-07-06,17,28.6
RSMNDS_2_CSRSR1,2025-07-06,18,18.4
RSMNDS_2_CSRSR1,2025-07-06,19,7.5
RSMNDS_2_CSRSR1,2025-07-06,20,0.0
RSMNDS_2_CSRSR1,2025-07-06,21,0.0
RSMNDS_2_CSRSR1,2025-07-06,22,0.0
RSMNDS_2_CSRSR1,2025-07-06,23,0.0
RSMNDS_2_CSRSR1,2025-07-06,24,0.0
RSMNDS_2_CSRSR1,2025-07-07,1,0.0
RSMNDS_2_CSRSR1,2025-07-07,2,0.0
RSMNDS_2_CSRSR1,2025-07-07,3,0.0
RSMNDS_2_CSRSR1,2025-07-07,4,0.0
RSMNDS_2_CSRSR1,2025-07-07,5,0.0
RSMNDS_2_CSRSR1,2025-07-07,6,0.0
RSMNDS_2_CSRSR1,2025-07-07,7,7.4
RSMNDS_2_CSRSR1,2025-07-07,8,16.2
RSMNDS_2_CSRSR1,2025-07-07,9,33.7
RSMNDS_2_CSRSR1,2025-07-07,10,42.3
RSMNDS_2_CSRSR1,2025-07-07,11,52.6
RSMNDS_2_CSRSR1,2025-07-07,12,67.5
RSMNDS_2_CSRSR1,2025-07-07,13,74.2
RSMNDS_2_CSRSR1,2025-07-07,14,53.3
RSMNDS_2_CSRSR1,2025-07-07,15,53.0
RSMNDS_2_CSRSR1,2025-07-07,16,43.8
RSMNDS_2_CSRSR1,2025-07-07,17,30.0
RSMNDS_2_CSRSR1,2025-07-07,18,17.3
RSMNDS_2_CSRSR1,2025-07-07,19,5.6
RSMNDS_2_CSRSR1,2025-07-07,20,0.0
RSMNDS_2_CSRSR1,2025-07-07,21,0.0
RSMNDS_2_CSRSR1,2025-07-07,22,0.0
RSMNDS_2_CSRSR1,2025-07-07,23,0.0
RSMNDS_2_CSRSR1,2025-07-07,24,0.0
SANDRN_2_SS1SR1,2025-07-01,1,0.0
SANDRN_2_SS1SR1,2025-07-01,2,0.0
SANDRN_2_SS1SR1,2025-07-01,3,0.0
SANDRN_2_SS1SR1,2025-07-01,4,0.0
SANDRN_2_SS1SR1,2025-07-01,5,0.0
SANDRN_2_SS1SR1,2025-07-01,6,0.0
SANDRN_2_SS1SR1,2025-07-01,7,6.0
SANDRN_2_SS1SR1,2025-07-01,8,20.3
SANDRN_2_SS1SR1,2025-07-01,9,34.7
SANDRN_2_SS1SR1,2025-07-01,10,43.9
SANDRN_2_SS1SR1,2025-07-01,11,50.6
SANDRN_2_SS1SR1,2025-07-01,12,64.4
SANDRN_2_SS1SR1,2025-07-01,13,59.0
SANDRN_2_SS1SR1,2025-07-01,14,55.6
SANDRN_2_SS1SR1,2025-07-01,15,59.0
SANDRN_2_SS1SR1,2025-07-01,16,36.9
SANDRN_2_SS1SR1,2025-07-01,17,26.9
SANDRN_2_SS1SR1,2025-07-01,18,15.0
SANDRN_2_SS1SR1,2025-07-01,19,5.9
SANDRN_2_SS1SR1,2025-07-01,20,0.0
SANDRN_2_SS1SR1,2025-07-01,21,0.0
SANDRN_2_SS1SR1,2025-07-01,22,0.0
SANDRN_2_SS1SR1,2025-07-01,23,0.0
SANDRN_2_SS1SR1,2025-07-01,24,0.0
SANDRN_2_SS1SR1,2025-07-02,1,0.0
SANDRN_2_SS1SR1,2025-07-02,2,0.0
SANDRN_2_SS1SR1,2025-07-02,3,0.0
SANDRN_2_SS1SR1,2025-07-02,4,0.0
SANDRN_2_SS1SR1,2025-07-02,5,0.0
SANDRN_2_SS1SR1,2025-07-02,6,0.0
SANDRN_2_SS1SR1,2025-07-02,7,6.2
SANDRN_2_SS1SR1,2025-07-02,8,16.0
SANDRN_2_SS1SR1,2025-07-02,9,28.5
SANDRN_2_SS1SR1,2025-07-02,10,50.9
SANDRN_2_SS1SR1,2025-07-02,11,54.9
SANDRN_2_SS1SR1,2025-07-02,12,58.4
SANDRN_2_SS1SR1,2025-07-02,13,72.2
SANDRN_2_SS1SR1,2025-07-02,14,59.1
SANDRN_2_SS1SR1,2025-07-02,15,51.3
SANDRN_2_SS1SR1,2025-07-02,16,39.5
SANDRN_2_SS1SR1,2025-07-02,17,30.0
SANDRN_2_SS1SR1,2025-07-02,18,17.0
SANDRN_2_SS1SR1,2025-07-02,19,7.1
SANDRN_2_SS1SR1,2025-07-02,20,0.0
SANDRN_2_SS1SR1,2025-07-02,21,0.0
SANDRN_2_SS1SR1,2025-07-02,22,0.0
SANDRN_2_SS1SR1,2025-07-02,23,0.0
SANDRN_2_SS1SR1,2025-07-02,24,0.0
SANDRN_2_SS1SR1,2025-07-03,1,0.0
SANDRN_2_SS1SR1,2025-07-03,2,0.0
SANDRN_2_SS1SR1,2025-07-03,3,0.0
SANDRN_2_SS1SR1,2025-07-03,4,0.0
SANDRN_2_SS1SR1,2025-07-03,5,0.0
SANDRN_2_SS1SR1,2025-07-03,6,0.0
SANDRN_2_SS1SR1,2025-07-03,7,5.7
SANDRN_2_SS1SR1,2025-07-03,8,16.2
SANDRN_2_SS1SR1,2025-07-03,9,30.4
SANDRN_2_SS1SR1,2025-07-03,10,50.9
SANDRN_2_SS1SR1,2025-07-03,11,52.2
SANDRN_2_SS1SR1,2025-07-03,12,64.9
SANDRN_2_SS1SR1,2025-07-03,13,58.2
SANDRN_2_SS1SR1,2025-07-03,14,53.3
SANDRN_2_SS1SR1,2025-07-03,15,46.0
SANDRN_2_SS1SR1,2025-07-03,16,41.0
SANDRN_2_SS1SR1,2025-07-03,17,27.6
SANDRN_2_SS1SR1,2025-07-03,18,16.1
SANDRN_2_SS1SR1,2025-07-03,19,7.3
SANDRN_2_SS1SR1,2025-07-03,20,0.0
SANDRN_2_SS1SR1,2025-07-03,21,0.0
SANDRN_2_SS1SR1,2025-07-03,22,0.0
SANDRN_2_SS1SR1,2025-07-03,23,0.0
SANDRN_2_SS1SR1,2025-07-03,24,0.0
SANDRN_2_SS1SR1,2025-07-04,1,0.0
SANDRN_2_SS1SR1,2025-07-04,2,0.0
SANDRN_2_SS1SR1,2025-07-04,3,0.0
SANDRN_2_SS1SR1,2025-07-04,4,0.0
SANDRN_2_SS1SR1,2025-07-04,5,0.0
SANDRN_2_SS1SR1,2025-07-04,6,0.0
SANDRN_2_SS1SR1,2025-07-04,7,6.4
SANDRN_2_SS1SR1,2025-07-04,8,18.3
SANDRN_2_SS1SR1,2025-07-04,9,32.1
SANDRN_2_SS1SR1,2025-07-04,10,41.2
SANDRN_2_SS1SR1,2025-07-04,11,50.6
SANDRN_2_SS1SR1,2025-07-04,12,66.4
SANDRN_2_SS1SR1,2025-07-04,13,72.1
SANDRN_2_SS1SR1,2025-07-04,14,54.7
SANDRN_2_SS1SR1,2025-07-04,15,46.8
SANDRN_2_SS1SR1,2025-07-04,16,50.3
SANDRN_2_SS1SR1,2025-07-04,17,29.7
SANDRN_2_SS1SR1,2025-07-04,18,18.5
SANDRN_2_SS1SR1,2025-07-04,19,6.4
SANDRN_2_SS1SR1,2025-07-04,20,0.0
SANDRN_2_SS1SR1,2025-07-04,21,0.0
SANDRN_2_SS1SR1,2025-07-04,22,0.0
SANDRN_2_SS1SR1,2025-07-04,23,0.0
SANDRN_2_SS1SR1,2025-07-04,24,0.0
SANDRN_2_SS1SR1,2025-07-05,1,0.0
SANDRN_2_SS1SR1,2025-07-05,2,0.0
SANDRN_2_SS1SR1,2025-07-05,3,0.0
SANDRN_2_SS1SR1,2025-07-05,4,0.0
SANDRN_2_SS1SR1,2025-07-05,5,0.0
SANDRN_2_SS1SR1,2025-07-05,6,0.0
SANDRN_2_SS1SR1,2025-07-05,7,6.8
SANDRN_2_SS1SR1,2025-07-05,8,16.3
SANDRN_2_SS1SR1,2025-07-05,9,30.9
SANDRN_2_SS1SR1,2025-07-05,10,48.7
SANDRN_2_SS1SR1,2025-07-05,11,56.3
SANDRN_2_SS1SR1,2025-07-05,12,52.6
SANDRN_2_SS1SR1,2025-07-05,13,64.8
SANDRN_2_SS1SR1,2025-07-05,14,65.8
SANDRN_2_SS1SR1,2025-07-05,15,60.2
SANDRN_2_SS1SR1,2025-07-05,16,46.1
SANDRN_2_SS1SR1,2025-07-05,17,27.5
SANDRN_2_SS1SR1,2025-07-05,18,19.6
SANDRN_2_SS1SR1,2025-07-05,19,7.1
SANDRN_2_SS1SR1,2025-07-05,20,0.0
SANDRN_2_SS1SR1,2025-07-05,21,0.0
SANDRN_2_SS1SR1,2025-07-05,22,0.0
SANDRN_2_SS1SR1,2025-07-05,23,0.0
SANDRN_2_SS1SR1,2025-07-05,24,0.0
SANDRN_2_SS1SR1,2025-07-06,1,0.0
SANDRN_2_SS1SR1,2025-07-06,2,0.0
SANDRN_2_SS1SR1,2025-07-06,3,0.0
SANDRN_2_SS1SR1,2025-07-06,4,0.0
SANDRN_2_SS1SR1,2025-07-06,5,0.0
SANDRN_2_SS1SR1,2025-07-06,6,0.0
SANDRN_2_SS1SR1,2025-07-06,7,6.3
SANDRN_2_SS1SR1,2025-07-06,8,19.3
SANDRN_2_SS1SR1,2025-07-06,9,28.2
SANDRN_2_SS1SR1,2025-07-06,10,45.5
SANDRN_2_SS1SR1,2025-07-06,11,62.5
SANDRN_2_SS1SR1,2025-07-06,12,67.8
SANDRN_2_SS1SR1,2025-07-06,13,73.2
SANDRN_2_SS1SR1,2025-07-06,14,71.7
SANDRN_2_SS1SR1,2025-07-06,15,45.1
SANDRN_2_SS1SR1,2025-07-06,16,46.0
SANDRN_2_SS1SR1,2025-07-06,17,30.4
SANDRN_2_SS1SR1,2025-07-06,18,20.5
SANDRN_2_SS1SR1,2025-07-06,19,6.1
SANDRN_2_SS1SR1,2025-07-06,20,0.0
SANDRN_2_SS1SR1,2025-07-06,21,0.0
SANDRN_2_SS1SR1,2025-07-06,22,0.0
SANDRN_2_SS1SR1,2025-07-06,23,0.0
SANDRN_2_SS1SR1,2025-07-06,24,0.0
SANDRN_2_SS1SR1,2025-07-07,1,0.0
SANDRN_2_SS1SR1,2025-07-07,2,0.0
SANDRN_2_SS1SR1,2025-07-07,3,0.0
SANDRN_2_SS1SR1,2025-07-07,4,0.0
SANDRN_2_SS1SR1,2025-07-07,5,0.0
SANDRN_2_SS1SR1,2025-07-07,6,0.0
SANDRN_2_SS1SR1,2025-07-07,7,7.4
SANDRN_2_SS1SR1,2025-07-07,8,15.6
SANDRN_2_SS1SR1,2025-07-07,9,27.9
SANDRN_2_SS1SR1,2025-07-07,10,48.1
SANDRN_2_SS1SR1,2025-07-07,11,45.3
SANDRN_2_SS1SR1,2025-07-07,12,68.2
SANDRN_2_SS1SR1,2025-07-07,13,52.8
SANDRN_2_SS1SR1,2025-07-07,14,64.8
SANDRN_2_SS1SR1,2025-07-07,15,51.9
SANDRN_2_SS1SR1,2025-07-07,16,45.8
SANDRN_2_SS1SR1,2025-07-07,17,33.6
SANDRN_2_SS1SR1,2025-07-07,18,17.2
SANDRN_2_SS1SR1,2025-07-07,19,5.8
SANDRN_2_SS1SR1,2025-07-07,20,0.0
SANDRN_2_SS1SR1,2025-07-07,21,0.0
SANDRN_2_SS1SR1,2025-07-07,22,0.0
SANDRN_2_SS1SR1,2025-07-07,23,0.0
SANDRN_2_SS1SR1,2025-07-07,24,0.0
