node,operating_date,hour_ending,forecast_lmp,actual_rt_lmp
SHELBY_2_HYBRD,2025-07-05,15,35.62,26.88
SHELBY_2_HYBRD,2025-07-05,16,52.46,54.37
SHELBY_2_HYBRD,2025-07-05,17,12.07,16.36
SHELBY_2_HYBRD,2025-07-05,18,3.99,23.23
SHELBY_2_HYBRD,2025-07-05,19,-9.46,29.29
SHELBY_2_HYBRD,2025-07-05,20,191.66,188.35
SHELBY_2_HYBRD,2025-07-05,21,-14.02,-1.28
SHELBY_2_HYBRD,2025-07-05,22,8.23,28.6
SHELBY_2_HYBRD,2025-07-05,23,13.18,-3.71
SHELBY_2_HYBRD,2025-07-05,24,4.36,9.43
SHELBY_2_HYBRD,2025-07-06,1,17.59,37.49
SHELBY_2_HYBRD,2025-07-06,2,12.2,22.95
SHELBY_2_HYBRD,2025-07-06,3,-33.23,-32.16
SHELBY_2_HYBRD,2025-07-06,4,21.1,10.17
SHELBY_2_HYBRD,2025-07-06,5,32.62,30.94
SHELBY_2_HYBRD,2025-07-06,6,24.18,0.82
SHELBY_2_HYBRD,2025-07-06,7,52.87,49.54
SHELBY_2_HYBRD,2025-07-06,8,50.39,6.54
SHELBY_2_HYBRD,2025-07-06,9,49.73,62.94
SHELBY_2_HYBRD,2025-07-06,10,49.09,42.8
SHELBY_2_HYBRD,2025-07-06,11,44.66,39.65
SHELBY_2_HYBRD,2025-07-06,12,52.57,43.01
SHELBY_2_HYBRD,2025-07-06,13,44.84,50.67
SHELBY_2_HYBRD,2025-07-06,14,38.99,77.06
SHELBY_2_HYBRD,2025-07-06,15,41.29,58.38
SHELBY_2_HYBRD,2025-07-06,16,51.12,36.52
SHELBY_2_HYBRD,2025-07-06,17,47.67,43.89
SHELBY_2_HYBRD,2025-07-06,18,8.75,29.26
SHELBY_2_HYBRD,2025-07-06,19,43.38,23.96
SHELBY_2_HYBRD,2025-07-06,20,35.42,26.26
SHELBY_2_HYBRD,2025-07-06,21,42.02,38.79
SHELBY_2_HYBRD,2025-07-06,22,14.68,24.7
SHELBY_2_HYBRD,2025-07-06,23,33.8,4.17
SHELBY_2_HYBRD,2025-07-06,24,-0.76,26.49
SHELBY_2_HYBRD,2025-07-07,1,7.89,28.35
SHELBY_2_HYBRD,2025-07-07,2,-34.93,-50.82
SHELBY_2_HYBRD,2025-07-07,3,-1.62,-21.58
SHELBY_2_HYBRD,2025-07-07,4,2.39,-22.21
SHELBY_2_HYBRD,2025-07-07,5,4.32,2.88
SHELBY_2_HYBRD,2025-07-07,6,23.11,21.2
SHELBY_2_HYBRD,2025-07-07,7,51.12,69.08
SHELBY_2_HYBRD,2025-07-07,8,19.89,7.27
SHELBY_2_HYBRD,2025-07-07,9,38.58,61.62
SHELBY_2_HYBRD,2025-07-07,10,47.0,42.48
SHELBY_2_HYBRD,2025-07-07,11,37.79,14.76
SHELBY_2_HYBRD,2025-07-07,12,57.04,96.83
SHELBY_2_HYBRD,2025-07-07,13,49.84,64.75
SHELBY_2_HYBRD,2025-07-07,14,69.13,59.13
SHELBY_2_HYBRD,2025-07-07,15,39.46,44.24
SHELBY_2_HYBRD,2025-07-07,16,34.33,28.25
SHELBY_2_HYBRD,2025-07-07,17,12.59,16.77
SHELBY_2_HYBRD,2025-07-07,18,13.89,3.56
SHELBY_2_HYBRD,2025-07-07,19,-7.16,11.65
SHELBY_2_HYBRD,2025-07-07,20,-0.73,24.21
SHELBY_2_HYBRD,2025-07-07,21,3.75,12.13
SHELBY_2_HYBRD,2025-07-07,22,-8.56,11.26
SHELBY_2_HYBRD,2025-07-07,23,26.82,32.48
SHELBY_2_HYBRD,2025-07-07,24,11.34,-2.46
KRUSTY_1_HYBRD,2025-07-01,1,17.68,23.53
KRUSTY_1_HYBRD,2025-07-01,2,8.07,7.49
KRUSTY_1_HYBRD,2025-07-01,3,30.39,33.68
KRUSTY_1_HYBRD,2025-07-01,4,9.74,3.04
KRUSTY_1_HYBRD,2025-07-01,5,36.6,31.81
KRUSTY_1_HYBRD,2025-07-01,6,34.08,38.52
KRUSTY_1_HYBRD,2025-07-01,7,32.33,32.14
KRUSTY_1_HYBRD,2025-07-01,8,47.59,39.62
KRUSTY_1_HYBRD,2025-07-01,9,45.95,49.92
KRUSTY_1_HYBRD,2025-07-01,10,62.72,37.99
KRUSTY_1_HYBRD,2025-07-01,11,76.0,52.98
KRUSTY_1_HYBRD,2025-07-01,12,56.08,62.55
KRUSTY_1_HYBRD,2025-07-01,13,52.46,85.91
KRUSTY_1_HYBRD,2025-07-01,14,38.55,21.2
KRUSTY_1_HYBRD,2025-07-01,15,40.78,81.96
KRUSTY_1_HYBRD,2025-07-01,16,40.98,56.55
KRUSTY_1_HYBRD,2025-07-01,17,61.21,43.65
KRUSTY_1_HYBRD,2025-07-01,18,33.11,60.12
KRUSTY_1_HYBRD,2025-07-01,19,24.73,3.15
KRUSTY_1_HYBRD,2025-07-01,20,354.35,338.54
KRUSTY_1_HYBRD,2025-07-01,21,14.19,-5.14
KRUSTY_1_HYBRD,2025-07-01,22,23.85,28.49
KRUSTY_1_HYBRD,2025-07-01,23,-22.1,-3.65
KRUSTY_1_HYBRD,2025-07-01,24,12.49,4.14
KRUSTY_1_HYBRD,2025-07-02,1,39.98,33.7
KRUSTY_1_HYBRD,2025-07-02,2,21.1,3.43
KRUSTY_1_HYBRD,2025-07-02,3,39.54,7.44
KRUSTY_1_HYBRD,2025-07-02,4,17.11,12.07
KRUSTY_1_HYBRD,2025-07-02,5,11.34,36.01
KRUSTY_1_HYBRD,2025-07-02,6,44.22,50.05
KRUSTY_1_HYBRD,2025-07-02,7,20.56,19.5
KRUSTY_1_HYBRD,2025-07-02,8,64.31,54.26
KRUSTY_1_HYBRD,2025-07-02,9,60.96,73.24
KRUSTY_1_HYBRD,2025-07-02,10,53.68,44.6
KRUSTY_1_HYBRD,2025-07-02,11,50.55,48.36
KRUSTY_1_HYBRD,2025-07-02,12,40.03,25.94
KRUSTY_1_HYBRD,2025-07-02,13,41.13,38.58
KRUSTY_1_HYBRD,2025-07-02,14,78.1,51.91
KRUSTY_1_HYBRD,2025-07-02,15,44.77,52.98
KRUSTY_1_HYBRD,2025-07-02,16,39.32,42.49
KRUSTY_1_HYBRD,2025-07-02,17,22.93,38.29
KRUSTY_1_HYBRD,2025-07-02,18,23.01,43.1
KRUSTY_1_HYBRD,2025-07-02,19,26.36,32.33
KRUSTY_1_HYBRD,2025-07-02,20,28.74,11.38
KRUSTY_1_HYBRD,2025-07-02,21,23.38,7.74
KRUSTY_1_HYBRD,2025-07-02,22,13.18,12.82
KRUSTY_1_HYBRD,2025-07-02,23,5.92,28.66
KRUSTY_1_HYBRD,2025-07-02,24,4.25,22.02
KRUSTY_1_HYBRD,2025-07-03,1,12.29,32.95
KRUSTY_1_HYBRD,2025-07-03,2,-38.24,-32.5
KRUSTY_1_HYBRD,2025-07-03,3,26.63,21.75
KRUSTY_1_HYBRD,2025-07-03,4,19.7,-8.99
KRUSTY_1_HYBRD,2025-07-03,5,25.77,15.76
KRUSTY_1_HYBRD,2025-07-03,6,42.91,16.16
KRUSTY_1_HYBRD,2025-07-03,7,28.59,31.77
KRUSTY_1_HYBRD,2025-07-03,8,34.76,32.17
KRUSTY_1_HYBRD,2025-07-03,9,25.67,32.35
KRUSTY_1_HYBRD,2025-07-03,10,60.3,33.05
KRUSTY_1_HYBRD,2025-07-03,11,-36.73,-36.5
KRUSTY_1_HYBRD,2025-07-03,12,42.15,48.35
KRUSTY_1_HYBRD,2025-07-03,13,0.88,3.91
KRUSTY_1_HYBRD,2025-07-03,14,24.21,30.28
KRUSTY_1_HYBRD,2025-07-03,15,26.58,5.41
KRUSTY_1_HYBRD,2025-07-03,16,35.37,56.8
KRUSTY_1_HYBRD,2025-07-03,17,23.0,-9.46
KRUSTY_1_HYBRD,2025-07-03,18,-15.92,30.42
KRUSTY_1_HYBRD,2025-07-03,19,-62.82,14.42
KRUSTY_1_HYBRD,2025-07-03,20,199.34,269.68
KRUSTY_1_HYBRD,2025-07-03,21,23.52,-1.84
KRUSTY_1_HYBRD,2025-07-03,22,6.67,36.63
KRUSTY_1_HYBRD,2025-07-03,23,1.73,-27.24
KRUSTY_1_HYBRD,2025-07-03,24,33.57,21.57
KRUSTY_1_HYBRD,2025-07-04,1,18.99,19.59
KRUSTY_1_HYBRD,2025-07-04,2,-1.59,-9.41
KRUSTY_1_HYBRD,2025-07-04,3,47.55,28.34
KRUSTY_1_HYBRD,2025-07-04,4,22.32,34.76
KRUSTY_1_HYBRD,2025-07-04,5,10.99,13.84
KRUSTY_1_HYBRD,2025-07-04,6,33.0,24.43
KRUSTY_1_HYBRD,2025-07-04,7,39.33,57.36
KRUSTY_1_HYBRD,2025-07-04,8,44.21,39.12
KRUSTY_1_HYBRD,2025-07-04,9,40.92,16.1
KRUSTY_1_HYBRD,2025-07-04,10,67.54,49.47
KRUSTY_1_HYBRD,2025-07-04,11,39.37,46.9
KRUSTY_1_HYBRD,2025-07-04,12,31.05,42.21
KRUSTY_1_HYBRD,2025-07-04,13,72.58,47.93
KRUSTY_1_HYBRD,2025-07-04,14,29.83,27.25
KRUSTY_1_HYBRD,2025-07-04,15,52.55,33.07
KRUSTY_1_HYBRD,2025-07-04,16,48.21,64.79
KRUSTY_1_HYBRD,2025-07-04,17,39.4,29.92
KRUSTY_1_HYBRD,2025-07-04,18,37.53,71.55
KRUSTY_1_HYBRD,2025-07-04,19,30.56,46.3
KRUSTY_1_HYBRD,2025-07-04,20,16.87,22.41
KRUSTY_1_HYBRD,2025-07-04,21,4.01,-24.09
KRUSTY_1_HYBRD,2025-07-04,22,48.69,16.69
KRUSTY_1_HYBRD,2025-07-04,23,-0.3,4.32
KRUSTY_1_HYBRD,2025-07-04,24,29.17,25.31
KRUSTY_1_HYBRD,2025-07-05,1,34.25,10.54
KRUSTY_1_HYBRD,2025-07-05,2,28.4,8.86
KRUSTY_1_HYBRD,2025-07-05,3,28.0,31.79
KRUSTY_1_HYBRD,2025-07-05,4,-1.56,17.15
KRUSTY_1_HYBRD,2025-07-05,5,30.19,19.05
KRUSTY_1_HYBRD,2025-07-05,6,14.73,33.51
KRUSTY_1_HYBRD,2025-07-05,7,52.1,47.88
KRUSTY_1_HYBRD,2025-07-05,8,40.55,68.62
KRUSTY_1_HYBRD,2025-07-05,9,42.76,85.58
KRUSTY_1_HYBRD,2025-07-05,10,47.41,26.57
KRUSTY_1_HYBRD,2025-07-05,11,60.57,62.57
KRUSTY_1_HYBRD,2025-07-05,12,46.8,50.95
KRUSTY_1_HYBRD,2025-07-05,13,49.62,34.47
KRUSTY_1_HYBRD,2025-07-05,14,63.15,28.92
KRUSTY_1_HYBRD,2025-07-05,15,52.01,73.04
KRUSTY_1_HYBRD,2025-07-05,16,37.92,18.2
KRUSTY_1_HYBRD,2025-07-05,17,33.32,59.78
KRUSTY_1_HYBRD,2025-07-05,18,14.77,-1.09
KRUSTY_1_HYBRD,2025-07-05,19,21.36,26.46
KRUSTY_1_HYBRD,2025-07-05,20,11.27,-19.58
KRUSTY_1_HYBRD,2025-07-05,21,22.6,32.09
KRUSTY_1_HYBRD,2025-07-05,22,-1.96,-27.91
KRUSTY_1_HYBRD,2025-07-05,23,-10.37,14.36
KRUSTY_1_HYBRD,2025-07-05,24,18.67,42.85
KRUSTY_1_HYBRD,2025-07-06,1,10.76,7.81
KRUSTY_1_HYBRD,2025-07-06,2,36.84,59.59
KRUSTY_1_HYBRD,2025-07-06,3,22.81,34.99
KRUSTY_1_HYBRD,2025-07-06,4,-51.59,-27.68
KRUSTY_1_HYBRD,2025-07-06,5,35.17,26.24
KRUSTY_1_HYBRD,2025-07-06,6,59.31,49.71
KRUSTY_1_HYBRD,2025-07-06,7,20.66,19.45
KRUSTY_1_HYBRD,2025-07-06,8,37.59,22.39
KRUSTY_1_HYBRD,2025-07-06,9,39.72,33.68
KRUSTY_1_HYBRD,2025-07-06,10,52.08,31.64
KRUSTY_1_HYBRD,2025-07-06,11,54.98,59.87
KRUSTY_1_HYBRD,2025-07-06,12,-43.8,-22.82
KRUSTY_1_HYBRD,2025-07-06,13,63.95,61.93
KRUSTY_1_HYBRD,2025-07-06,14,32.37,40.02
KRUSTY_1_HYBRD,2025-07-06,15,23.41,12.41
KRUSTY_1_HYBRD,2025-07-06,16,29.11,46.29
KRUSTY_1_HYBRD,2025-07-06,17,9.92,18.77
KRUSTY_1_HYBRD,2025-07-06,18,32.88,37.41
KRUSTY_1_HYBRD,2025-07-06,19,34.79,21.97
KRUSTY_1_HYBRD,2025-07-06,20,340.79,331.21
KRUSTY_1_HYBRD,2025-07-06,21,3.43,-15.26
KRUSTY_1_HYBRD,2025-07-06,22,24.58,33.35
KRUSTY_1_HYBRD,2025-07-06,23,20.45,-2.24
KRUSTY_1_HYBRD,2025-07-06,24,4.66,5.35
KRUSTY_1_HYBRD,2025-07-07,1,-45.13,-45.61
KRUSTY_1_HYBRD,2025-07-07,2,11.16,-10.47
KRUSTY_1_HYBRD,2025-07-07,3,23.1,19.1
KRUSTY_1_HYBRD,2025-07-07,4,1.05,40.48
KRUSTY_1_HYBRD,2025-07-07,5,24.79,13.4
KRUSTY_1_HYBRD,2025-07-07,6,12.01,19.02
KRUSTY_1_HYBRD,2025-07-07,7,41.55,38.32
KRUSTY_1_HYBRD,2025-07-07,8,25.49,48.41
KRUSTY_1_HYBRD,2025-07-07,9,31.64,20.58
KRUSTY_1_HYBRD,2025-07-07,10,49.76,36.45
KRUSTY_1_HYBRD,2025-07-07,11,42.76,31.9
KRUSTY_1_HYBRD,2025-07-07,12,65.93,56.02
KRUSTY_1_HYBRD,2025-07-07,13,47.08,29.82
KRUSTY_1_HYBRD,2025-07-07,14,49.01,97.45
KRUSTY_1_HYBRD,2025-07-07,15,46.78,43.47
KRUSTY_1_HYBRD,2025-07-07,16,40.47,70.96
KRUSTY_1_HYBRD,2025-07-07,17,40.42,21.91
KRUSTY_1_HYBRD,2025-07-07,18,20.9,16.47
KRUSTY_1_HYBRD,2025-07-07,19,33.73,42.75
KRUSTY_1_HYBRD,2025-07-07,20,32.61,22.18
KRUSTY_1_HYBRD,2025-07-07,21,14.46,5.15
KRUSTY_1_HYBRD,2025-07-07,22,10.06,31.47
KRUSTY_1_HYBRD,2025-07-07,23,-15.84,-7.77
KRUSTY_1_HYBRD,2025-07-07,24,-8.75,-9.13
ARCATA_6_FCPSB1,2025-07-01,1,27.76,36.28
ARCATA_6_FCPSB1,2025-07-01,2,12.62,16.74
ARCATA_6_FCPSB1,2025-07-01,3,5.28,23.52
ARCATA_6_FCPSB1,2025-07-01,4,14.87,10.19
ARCATA_6_FCPSB1,2025-07-01,5,3.86,37.79
ARCATA_6_FCPSB1,2025-07-01,6,34.54,9.56
ARCATA_6_FCPSB1,2025-07-01,7,46.24,34.35
ARCATA_6_FCPSB1,2025-07-01,8,51.82,74.93
ARCATA_6_FCPSB1,2025-07-01,9,40.39,58.89
ARCATA_6_FCPSB1,2025-07-01,10,44.04,60.79
ARCATA_6_FCPSB1,2025-07-01,11,41.57,41.47
ARCATA_6_FCPSB1,2025-07-01,12,52.27,51.92
ARCATA_6_FCPSB1,2025-07-01,13,44.84,39.92
ARCATA_6_FCPSB1,2025-07-01,14,36.91,61.71
ARCATA_6_FCPSB1,2025-07-01,15,35.14,24.7
ARCATA_6_FCPSB1,2025-07-01,16,38.51,35.7
ARCATA_6_FCPSB1,2025-07-01,17,21.25,40.71
ARCATA_6_FCPSB1,2025-07-01,18,30.07,35.3
ARCATA_6_FCPSB1,2025-07-01,19,15.91,20.62
ARCATA_6_FCPSB1,2025-07-01,20,306.11,286.11
ARCATA_6_FCPSB1,2025-07-01,21,44.81,37.15
ARCATA_6_FCPSB1,2025-07-01,22,-8.97,13.58
ARCATA_6_FCPSB1,2025-07-01,23,-0.53,17.95
ARCATA_6_FCPSB1,2025-07-01,24,27.4,33.34
ARCATA_6_FCPSB1,2025-07-02,1,21.8,-21.69
ARCATA_6_FCPSB1,2025-07-02,2,0.16,-17.66
ARCATA_6_FCPSB1,2025-07-02,3,23.86,25.76
ARCATA_6_FCPSB1,2025-07-02,4,-25.93,-31.01
ARCATA_6_FCPSB1,2025-07-02,5,4.7,7.07
ARCATA_6_FCPSB1,2025-07-02,6,29.67,41.32
ARCATA_6_FCPSB1,2025-07-02,7,56.32,70.17
ARCATA_6_FCPSB1,2025-07-02,8,50.05,43.51
ARCATA_6_FCPSB1,2025-07-02,9,58.46,47.82
ARCATA_6_FCPSB1,2025-07-02,10,38.4,43.15
ARCATA_6_FCPSB1,2025-07-02,11,24.42,55.35
ARCATA_6_FCPSB1,2025-07-02,12,37.35,53.84
ARCATA_6_FCPSB1,2025-07-02,13,51.56,37.84
ARCATA_6_FCPSB1,2025-07-02,14,29.51,29.85
ARCATA_6_FCPSB1,2025-07-02,15,44.33,34.68
ARCATA_6_FCPSB1,2025-07-02,16,42.07,57.25
ARCATA_6_FCPSB1,2025-07-02,17,19.83,35.57
ARCATA_6_FCPSB1,2025-07-02,18,33.65,42.49
ARCATA_6_FCPSB1,2025-07-02,19,20.95,8.88
ARCATA_6_FCPSB1,2025-07-02,20,19.1,37.92
ARCATA_6_FCPSB1,2025-07-02,21,14.83,9.14
ARCATA_6_FCPSB1,2025-07-02,22,22.2,18.86
ARCATA_6_FCPSB1,2025-07-02,23,25.76,11.25
ARCATA_6_FCPSB1,2025-07-02,24,22.59,11.24
ARCATA_6_FCPSB1,2025-07-03,1,-5.17,2.56
ARCATA_6_FCPSB1,2025-07-03,2,6.15,19.62
ARCATA_6_FCPSB1,2025-07-03,3,-13.36,-24.13
ARCATA_6_FCPSB1,2025-07-03,4,16.45,12.27
ARCATA_6_FCPSB1,2025-07-03,5,22.29,20.08
ARCATA_6_FCPSB1,2025-07-03,6,26.98,13.76
ARCATA_6_FCPSB1,2025-07-03,7,24.73,8.62
ARCATA_6_FCPSB1,2025-07-03,8,50.11,75.16
ARCATA_6_FCPSB1,2025-07-03,9,50.58,40.57
ARCATA_6_FCPSB1,2025-07-03,10,49.8,65.45
ARCATA_6_FCPSB1,2025-07-03,11,-18.59,-5.49
ARCATA_6_FCPSB1,2025-07-03,12,51.45,67.27
ARCATA_6_FCPSB1,2025-07-03,13,48.11,96.16
ARCATA_6_FCPSB1,2025-07-03,14,33.29,13.32
ARCATA_6_FCPSB1,2025-07-03,15,45.76,69.85
ARCATA_6_FCPSB1,2025-07-03,16,35.42,52.92
ARCATA_6_FCPSB1,2025-07-03,17,49.34,71.02
ARCATA_6_FCPSB1,2025-07-03,18,-32.0,57.53
ARCATA_6_FCPSB1,2025-07-03,19,-62.66,15.62
ARCATA_6_FCPSB1,2025-07-03,20,-16.01,39.07
ARCATA_6_FCPSB1,2025-07-03,21,35.33,39.82
ARCATA_6_FCPSB1,2025-07-03,22,15.97,37.2
ARCATA_6_FCPSB1,2025-07-03,23,-6.24,6.86
ARCATA_6_FCPSB1,2025-07-03,24,5.5,-27.52
ARCATA_6_FCPSB1,2025-07-04,1,5.39,-22.54
ARCATA_6_FCPSB1,2025-07-04,2,-13.24,9.03
ARCATA_6_FCPSB1,2025-07-04,3,-38.96,-40.04
ARCATA_6_FCPSB1,2025-07-04,4,36.09,22.18
ARCATA_6_FCPSB1,2025-07-04,5,-0.92,7.8
ARCATA_6_FCPSB1,2025-07-04,6,27.77,38.47
ARCATA_6_FCPSB1,2025-07-04,7,35.85,26.03
ARCATA_6_FCPSB1,2025-07-04,8,43.48,24.87
ARCATA_6_FCPSB1,2025-07-04,9,68.64,55.22
ARCATA_6_FCPSB1,2025-07-04,10,64.44,65.42
ARCATA_6_FCPSB1,2025-07-04,11,34.99,19.52
ARCATA_6_FCPSB1,2025-07-04,12,60.12,55.59
ARCATA_6_FCPSB1,2025-07-04,13,22.02,46.94
ARCATA_6_FCPSB1,2025-07-04,14,54.4,39.55
ARCATA_6_FCPSB1,2025-07-04,15,45.5,42.2
ARCATA_6_FCPSB1,2025-07-04,16,32.22,-1.46
ARCATA_6_FCPSB1,2025-07-04,17,26.95,21.69
ARCATA_6_FCPSB1,2025-07-04,18,163.89,162.69
ARCATA_6_FCPSB1,2025-07-04,19,36.14,27.42
ARCATA_6_FCPSB1,2025-07-04,20,-1.84,30.26
ARCATA_6_FCPSB1,2025-07-04,21,2.19,29.31
ARCATA_6_FCPSB1,2025-07-04,22,16.8,26.04
ARCATA_6_FCPSB1,2025-07-04,23,1.26,0.09
ARCATA_6_FCPSB1,2025-07-04,24,1.48,-16.65
ARCATA_6_FCPSB1,2025-07-05,1,-53.06,-51.74
ARCATA_6_FCPSB1,2025-07-05,2,-15.29,4.08
ARCATA_6_FCPSB1,2025-07-05,3,18.64,31.96
ARCATA_6_FCPSB1,2025-07-05,4,38.52,27.22
ARCATA_6_FCPSB1,2025-07-05,5,58.46,24.77
ARCATA_6_FCPSB1,2025-07-05,6,49.05,40.17
ARCATA_6_FCPSB1,2025-07-05,7,43.07,41.96
ARCATA_6_FCPSB1,2025-07-05,8,46.49,50.82
ARCATA_6_FCPSB1,2025-07-05,9,51.1,25.85
ARCATA_6_FCPSB1,2025-07-05,10,63.71,35.42
ARCATA_6_FCPSB1,2025-07-05,11,66.24,76.54
ARCATA_6_FCPSB1,2025-07-05,12,-1.48,-28.17
ARCATA_6_FCPSB1,2025-07-05,13,-15.22,-27.39
ARCATA_6_FCPSB1,2025-07-05,14,24.22,51.39
ARCATA_6_FCPSB1,2025-07-05,15,47.93,31.93
ARCATA_6_FCPSB1,2025-07-05,16,55.22,33.35
ARCATA_6_FCPSB1,2025-07-05,17,22.54,37.98
ARCATA_6_FCPSB1,2025-07-05,18,46.2,41.98
ARCATA_6_FCPSB1,2025-07-05,19,16.44,19.87
ARCATA_6_FCPSB1,2025-07-05,20,182.1,163.88
ARCATA_6_FCPSB1,2025-07-05,21,-3.29,-0.55
ARCATA_6_FCPSB1,2025-07-05,22,-16.85,-10.68
ARCATA_6_FCPSB1,2025-07-05,23,18.15,13.18
ARCATA_6_FCPSB1,2025-07-05,24,20.18,25.96
ARCATA_6_FCPSB1,2025-07-06,1,-1.12,-27.01
ARCATA_6_FCPSB1,2025-07-06,2,6.79,2.88
ARCATA_6_FCPSB1,2025-07-06,3,29.8,35.35
ARCATA_6_FCPSB1,2025-07-06,4,17.56,-6.15
ARCATA_6_FCPSB1,2025-07-06,5,21.15,-0.77
ARCATA_6_FCPSB1,2025-07-06,6,18.3,38.02
ARCATA_6_FCPSB1,2025-07-06,7,52.22,17.42
ARCATA_6_FCPSB1,2025-07-06,8,28.33,21.66
ARCATA_6_FCPSB1,2025-07-06,9,39.25,77.1
ARCATA_6_FCPSB1,2025-07-06,10,64.71,63.73
ARCATA_6_FCPSB1,2025-07-06,11,63.85,85.84
ARCATA_6_FCPSB1,2025-07-06,12,46.29,43.76
ARCATA_6_FCPSB1,2025-07-06,13,37.71,37.68
ARCATA_6_FCPSB1,2025-07-06,14,47.9,56.88
ARCATA_6_FCPSB1,2025-07-06,15,51.2,56.47
ARCATA_6_FCPSB1,2025-07-06,16,37.42,37.21
ARCATA_6_FCPSB1,2025-07-06,17,28.44,32.72
ARCATA_6_FCPSB1,2025-07-06,18,32.95,30.68
ARCATA_6_FCPSB1,2025-07-06,19,34.59,5.99
ARCATA_6_FCPSB1,2025-07-06,20,35.05,30.49
ARCATA_6_FCPSB1,2025-07-06,21,-22.16,-11.26
ARCATA_6_FCPSB1,2025-07-06,22,13.28,8.2
ARCATA_6_FCPSB1,2025-07-06,23,-5.86,-23.21
ARCATA_6_FCPSB1,2025-07-06,24,26.0,33.11
ARCATA_6_FCPSB1,2025-07-07,1,20.69,17.57
ARCATA_6_FCPSB1,2025-07-07,2,15.83,19.58
ARCATA_6_FCPSB1,2025-07-07,3,27.81,24.45
ARCATA_6_FCPSB1,2025-07-07,4,39.84,-18.17
ARCATA_6_FCPSB1,2025-07-07,5,44.25,40.77
ARCATA_6_FCPSB1,2025-07-07,6,29.83,56.04
ARCATA_6_FCPSB1,2025-07-07,7,35.88,19.87
ARCATA_6_FCPSB1,2025-07-07,8,48.15,43.48
ARCATA_6_FCPSB1,2025-07-07,9,28.39,24.94
ARCATA_6_FCPSB1,2025-07-07,10,49.24,54.81
ARCATA_6_FCPSB1,2025-07-07,11,-12.49,-5.37
ARCATA_6_FCPSB1,2025-07-07,12,65.11,74.71
ARCATA_6_FCPSB1,2025-07-07,13,-21.48,-12.01
ARCATA_6_FCPSB1,2025-07-07,14,55.99,34.52
ARCATA_6_FCPSB1,2025-07-07,15,44.59,35.22
ARCATA_6_FCPSB1,2025-07-07,16,20.72,27.46
ARCATA_6_FCPSB1,2025-07-07,17,23.56,19.44
ARCATA_6_FCPSB1,2025-07-07,18,29.0,17.75
ARCATA_6_FCPSB1,2025-07-07,19,254.74,251.96
ARCATA_6_FCPSB1,2025-07-07,20,0.59,-1.43
ARCATA_6_FCPSB1,2025-07-07,21,13.66,21.24
ARCATA_6_FCPSB1,2025-07-07,22,3.12,-20.03
ARCATA_6_FCPSB1,2025-07-07,23,14.59,-1.55
ARCATA_6_FCPSB1,2025-07-07,24,12.45,14.76
ARCATA_6_FCPSB2,2025-07-01,1,-0.48,-29.64
ARCATA_6_FCPSB2,2025-07-01,2,-33.07,-14.76
ARCATA_6_FCPSB2,2025-07-01,3,15.45,12.21
ARCATA_6_FCPSB2,2025-07-01,4,22.76,13.47
ARCATA_6_FCPSB2,2025-07-01,5,18.71,47.74
ARCATA_6_FCPSB2,2025-07-01,6,22.88,19.42
ARCATA_6_FCPSB2,2025-07-01,7,19.49,41.14
ARCATA_6_FCPSB2,2025-07-01,8,15.56,21.25
ARCATA_6_FCPSB2,2025-07-01,9,33.67,33.28
ARCATA_6_FCPSB2,2025-07-01,10,44.81,41.29
ARCATA_6_FCPSB2,2025-07-01,11,-1.94,-27.72
ARCATA_6_FCPSB2,2025-07-01,12,-29.75,-16.91
ARCATA_6_FCPSB2,2025-07-01,13,54.94,49.29
ARCATA_6_FCPSB2,2025-07-01,14,49.48,52.85
ARCATA_6_FCPSB2,2025-07-01,15,55.8,50.59
ARCATA_6_FCPSB2,2025-07-01,16,59.17,42.35
ARCATA_6_FCPSB2,2025-07-01,17,34.07,29.09
ARCATA_6_FCPSB2,2025-07-01,18,-10.17,3.6
ARCATA_6_FCPSB2,2025-07-01,19,26.34,17.8
ARCATA_6_FCPSB2,2025-07-01,20,16.02,23.85
ARCATA_6_FCPSB2,2025-07-01,21,13.31,13.62
ARCATA_6_FCPSB2,2025-07-01,22,5.12,10.4
ARCATA_6_FCPSB2,2025-07-01,23,7.31,12.89
ARCATA_6_FCPSB2,2025-07-01,24,-21.49,-18.08
ARCATA_6_FCPSB2,2025-07-02,1,-1.23,-6.87
ARCATA_6_FCPSB2,2025-07-02,2,13.97,5.38
ARCATA_6_FCPSB2,2025-07-02,3,30.2,23.41
ARCATA_6_FCPSB2,2025-07-02,4,23.71,9.14
ARCATA_6_FCPSB2,2025-07-02,5,24.62,27.57
ARCATA_6_FCPSB2,2025-07-02,6,37.2,63.74
ARCATA_6_FCPSB2,2025-07-02,7,24.25,21.49
ARCATA_6_FCPSB2,2025-07-02,8,46.08,64.9
ARCATA_6_FCPSB2,2025-07-02,9,44.63,34.36
ARCATA_6_FCPSB2,2025-07-02,10,62.18,51.38
ARCATA_6_FCPSB2,2025-07-02,11,61.7,49.02
ARCATA_6_FCPSB2,2025-07-02,12,-24.03,-29.23
ARCATA_6_FCPSB2,2025-07-02,13,-33.29,-40.64
ARCATA_6_FCPSB2,2025-07-02,14,59.72,30.11
ARCATA_6_FCPSB2,2025-07-02,15,7.41,15.65
ARCATA_6_FCPSB2,2025-07-02,16,62.99,75.9
